url,source_locations
https://arxiv.org/abs/1912.03485v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:173
https://arxiv.org/abs/2002.10941,research/07_transformer_attention_accelerators.md:33 || research/07_transformer_attention_accelerators.md:247 || research/innovation_first_audit_20260906/report-source.md:5425 || research/literature_audit_20260909/LITERATURE_INVENTORY.md:102
https://arxiv.org/abs/2003.06696,research/innovation_first_audit_20260906/report-source.md:4826 || research/literature_audit_20260909/LITERATURE_INVENTORY.md:267
https://arxiv.org/abs/2003.12039,research/innovation_first_audit_20260906/report-source.md:4693 || research/literature_audit_20260909/LITERATURE_INVENTORY.md:349
https://arxiv.org/abs/2004.03021,research/hardware_innovation_20260908/psn/next_hypotheses_independent.md:19 || research/literature_audit_20260909/LITERATURE_INVENTORY.md:192
https://arxiv.org/abs/2005.03842,research/01_ann_sparsity_mechanisms.md:195 || research/01_ann_sparsity_mechanisms.md:419 || research/literature_audit_20260909/LITERATURE_INVENTORY.md:79
https://arxiv.org/abs/2006.05868v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:172
https://arxiv.org/abs/2006.09616,research/codex_deep_rebuild_20260906/report-source.md:190 || research/literature_audit_20260909/LITERATURE_INVENTORY.md:202
https://arxiv.org/abs/2007.04242v2,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:171
https://arxiv.org/abs/2007.08952v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:170
https://arxiv.org/abs/2011.13000v3,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:266
https://arxiv.org/abs/2011.14203,research/13_isscc_vlsi_hotchips_edge_npus.md:69 || research/literature_audit_20260909/LITERATURE_INVENTORY.md:143
https://arxiv.org/abs/2012.09852,research/01_ann_sparsity_mechanisms.md:83 || research/01_ann_sparsity_mechanisms.md:413 || research/07_transformer_attention_accelerators.md:27 || research/07_transformer_attention_accelerators.md:246 || research/innovation_first_audit_20260906/report-source.md:2270 || research/innovation_first_audit_20260906/report-source.md:2346 || research/innovation_first_audit_20260906/report-source.md:4142 || research/innovation_first_audit_20260906/report-source.md:5059 || research/innovation_first_audit_20260906/report-source.md:5173 || research/innovation_first_audit_20260906/report-source.md:5387 || research/innovation_first_audit_20260906/report-source.md:5406 || research/innovation_first_audit_20260906/report-source.md:6974 || research/literature_audit_20260909/LITERATURE_INVENTORY.md:101
https://arxiv.org/abs/2102.04159,research/literature_audit_20260909/LITERATURE_INVENTORY.md:295
https://arxiv.org/abs/2102.09642,research/01_ann_sparsity_mechanisms.md:281 || research/01_ann_sparsity_mechanisms.md:424 || research/innovation_first_audit_20260906/report-source.md:2403 || research/literature_audit_20260909/LITERATURE_INVENTORY.md:412
https://arxiv.org/abs/2103.01308v2,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:265
https://arxiv.org/abs/2104.14354v3,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:169
https://arxiv.org/abs/2105.02038v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:168
https://arxiv.org/abs/2105.08217v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_list_300plus.md:129 || research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:120
https://arxiv.org/abs/2107.06419,research/01_ann_sparsity_mechanisms.md:224 || research/literature_audit_20260909/LITERATURE_INVENTORY.md:122
https://arxiv.org/abs/2107.07305v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_list_300plus.md:128 || research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:119
https://arxiv.org/abs/2108.10552,research/innovation_first_audit_20260906/report-source.md:4712 || research/literature_audit_20260909/LITERATURE_INVENTORY.md:266 || research/literature_audit_20260909/LITERATURE_INVENTORY.md:349
https://arxiv.org/abs/2109.11358v3,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_list_300plus.md:127 || research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:118
https://arxiv.org/abs/2110.09310,research/07_transformer_attention_accelerators.md:63 || research/07_transformer_attention_accelerators.md:252 || research/innovation_first_audit_20260906/report-source.md:5520 || research/literature_audit_20260909/LITERATURE_INVENTORY.md:107
https://arxiv.org/abs/2111.13680,research/innovation_first_audit_20260906/report-source.md:5287 || research/literature_audit_20260909/LITERATURE_INVENTORY.md:350
https://arxiv.org/abs/2112.06772,research/literature_audit_20260909/LITERATURE_INVENTORY.md:279
https://arxiv.org/abs/2112.10037v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_list_300plus.md:140 || research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:131
https://arxiv.org/abs/2112.14911v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:167
https://arxiv.org/abs/2201.11651v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:264
https://arxiv.org/abs/2203.00158v4,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_list_300plus.md:139 || research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:130
https://arxiv.org/abs/2203.07516,research/literature_audit_20260909/LITERATURE_INVENTORY.md:95
https://arxiv.org/abs/2203.16194,research/innovation_first_audit_20260906/report-source.md:4275 || research/innovation_first_audit_20260906/report-source.md:4769 || research/literature_audit_20260909/LITERATURE_INVENTORY.md:352
https://arxiv.org/abs/2203.16896,research/innovation_first_audit_20260906/report-source.md:4218 || research/innovation_first_audit_20260906/report-source.md:4750 || research/literature_audit_20260909/LITERATURE_INVENTORY.md:349 || research/literature_audit_20260909/LITERATURE_INVENTORY.md:351
https://arxiv.org/abs/2204.09797,research/innovation_first_audit_20260906/report-source.md:2441 || research/literature_audit_20260909/LITERATURE_INVENTORY.md:432
https://arxiv.org/abs/2204.10687,research/literature_audit_20260909/LITERATURE_INVENTORY.md:280
https://arxiv.org/abs/2205.00778v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_list_300plus.md:126 || research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:117
https://arxiv.org/abs/2205.00780,gptpro/ChatGPTpro-#第二轮跨领域调研：.md:209
https://arxiv.org/abs/2205.05826,research/07_transformer_attention_accelerators.md:155 || research/07_transformer_attention_accelerators.md:264 || research/innovation_first_audit_20260906/report-source.md:5767 || research/literature_audit_20260909/LITERATURE_INVENTORY.md:436
https://arxiv.org/abs/2205.14135,research/07_transformer_attention_accelerators.md:123 || research/07_transformer_attention_accelerators.md:259 || research/literature_audit_20260909/LITERATURE_INVENTORY.md:112
https://arxiv.org/abs/2206.10177,gptpro/ChatGPTpro-#第二轮跨领域调研：.md:47
https://arxiv.org/abs/2207.10301v3,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_list_300plus.md:125 || research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:116
https://arxiv.org/abs/2209.01065,research/innovation_first_audit_20260906/report-source.md:4617 || research/innovation_first_audit_20260906/report-source.md:7744 || research/literature_audit_20260909/LITERATURE_INVENTORY.md:281
https://arxiv.org/abs/2209.08938v2,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:263
https://arxiv.org/abs/2209.09570,research/07_transformer_attention_accelerators.md:138 || research/07_transformer_attention_accelerators.md:263 || research/hardware_innovation_20260908/grok_review_20260911/CODEX_FOLLOWTHROUGH.md:31 || research/innovation_first_audit_20260906/report-source.md:5729 || research/innovation_first_audit_20260906/report-source.md:5900
https://arxiv.org/abs/2209.11741,research/innovation_first_audit_20260906/report-source.md:3662 || research/literature_audit_20260909/LITERATURE_INVENTORY.md:246
https://arxiv.org/abs/2209.15425,research/literature_audit_20260909/LITERATURE_INVENTORY.md:292
https://arxiv.org/abs/2210.09461,research/innovation_first_audit_20260906/report-source.md:6095 || research/innovation_first_audit_20260906/report-source.md:6266 || research/innovation_first_audit_20260906/report-source.md:6608 || research/innovation_first_audit_20260906/report-source.md:6684 || research/innovation_first_audit_20260906/report-source.md:7088 || research/literature_audit_20260909/LITERATURE_INVENTORY.md:438
https://arxiv.org/abs/2211.08110,research/07_transformer_attention_accelerators.md:100 || research/07_transformer_attention_accelerators.md:254 || research/innovation_first_audit_20260906/report-source.md:5634 || research/innovation_first_audit_20260906/report-source.md:6879 || research/literature_audit_20260909/LITERATURE_INVENTORY.md:109
https://arxiv.org/abs/2211.12181v4,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:166
https://arxiv.org/abs/2211.13726,research/literature_audit_20260909/LITERATURE_INVENTORY.md:263
https://arxiv.org/abs/2301.01905,research/literature_audit_20260909/LITERATURE_INVENTORY.md:85
https://arxiv.org/abs/2301.10852v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_list_300plus.md:138 || research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:129
https://arxiv.org/abs/2301.12900,gptpro/ChatGPTpro-#第二轮跨领域调研：.md:45 || gptpro/ChatGPTpro-#第二轮跨领域调研：.md:63 || research/hardware_innovation_20260908/PRO_GROK_PROGRESS_20260911.md:18
https://arxiv.org/abs/2302.00201v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:262
https://arxiv.org/abs/2302.03213,research/hardware_innovation_20260908/README.md:173 || research/hardware_innovation_20260908/bn_state/next_training_proposal.md:3 || research/literature_audit_20260909/LITERATURE_INVENTORY.md:130
https://arxiv.org/abs/2302.07746v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:261
https://arxiv.org/abs/2302.08687,research/literature_audit_20260909/LITERATURE_INVENTORY.md:58
https://arxiv.org/abs/2302.14705,research/07_transformer_attention_accelerators.md:69 || research/07_transformer_attention_accelerators.md:253 || research/innovation_first_audit_20260906/report-source.md:5539 || research/literature_audit_20260909/LITERATURE_INVENTORY.md:108
https://arxiv.org/abs/2303.07169v4,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_list_300plus.md:92 || research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:83
https://arxiv.org/abs/2303.07470,research/innovation_first_audit_20260906/report-source.md:7378 || research/innovation_first_audit_20260906/report-source.md:8034 || research/literature_audit_20260909/LITERATURE_INVENTORY.md:392
https://arxiv.org/abs/2303.10632v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_list_300plus.md:91 || research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:82
https://arxiv.org/abs/2303.11629,research/literature_audit_20260909/LITERATURE_INVENTORY.md:265
https://arxiv.org/abs/2304.03974v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:260
https://arxiv.org/abs/2304.07139,gptpro/ChatGPTpro-#硬件idea深挖0911.md:640 || research/literature_audit_20260909/LITERATURE_INVENTORY.md:301
https://arxiv.org/abs/2304.07493,research/01_ann_sparsity_mechanisms.md:196 || research/01_ann_sparsity_mechanisms.md:420 || research/literature_audit_20260909/LITERATURE_INVENTORY.md:80
https://arxiv.org/abs/2304.11954,research/innovation_first_audit_20260906/report-source.md:3814 || research/literature_audit_20260909/LITERATURE_INVENTORY.md:247
https://arxiv.org/abs/2304.12760,gptpro/ChatGPTpro-#第二轮跨领域调研：.md:43 || research/codex_deep_rebuild_20260906/report-source.md:204 || research/literature_audit_20260909/LITERATURE_INVENTORY.md:236
https://arxiv.org/abs/2305.08415v3,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:165
https://arxiv.org/abs/2305.12718,research/01_ann_sparsity_mechanisms.md:138 || research/01_ann_sparsity_mechanisms.md:417 || research/innovation_first_audit_20260906/report-source.md:2308 || research/literature_audit_20260909/LITERATURE_INVENTORY.md:411
https://arxiv.org/abs/2305.13087,research/audit_comparison_20260909/grok_comparison.md:46 || research/innovation_first_audit_20260906/report-source.md:4560 || research/literature_audit_20260909/LITERATURE_INVENTORY.md:434
https://arxiv.org/abs/2306.02960,research/innovation_first_audit_20260906/report-source.md:3700 || research/literature_audit_20260909/LITERATURE_INVENTORY.md:245
https://arxiv.org/abs/2306.06493v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_list_300plus.md:137 || research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:128
https://arxiv.org/abs/2306.10856v2,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:164
https://arxiv.org/abs/2306.15220v4,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_list_300plus.md:90 || research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:81
https://arxiv.org/abs/2306.16298v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:259
https://arxiv.org/abs/2307.01694,research/literature_audit_20260909/LITERATURE_INVENTORY.md:293
https://arxiv.org/abs/2307.03493,research/innovation_first_audit_20260906/report-source.md:10210 || research/innovation_first_audit_20260906/report-source.md:10329 || research/innovation_first_audit_20260906/report-source.md:11294 || research/literature_audit_20260909/LITERATURE_INVENTORY.md:444
https://arxiv.org/abs/2307.05033,research/literature_audit_20260909/LITERATURE_INVENTORY.md:264
https://arxiv.org/abs/2307.06003v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_list_300plus.md:89 || research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:80
https://arxiv.org/abs/2307.08691,research/07_transformer_attention_accelerators.md:124 || research/07_transformer_attention_accelerators.md:260 || research/literature_audit_20260909/LITERATURE_INVENTORY.md:113
https://arxiv.org/abs/2308.14711,research/literature_audit_20260909/LITERATURE_INVENTORY.md:187
https://arxiv.org/abs/2309.06180,research/07_transformer_attention_accelerators.md:145 || research/07_transformer_attention_accelerators.md:265 || research/innovation_first_audit_20260906/report-source.md:5748 || research/literature_audit_20260909/LITERATURE_INVENTORY.md:117
https://arxiv.org/abs/2309.06652v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:245
https://arxiv.org/abs/2309.09297v2,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_list_300plus.md:88 || research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:79
https://arxiv.org/abs/2309.16158,research/innovation_first_audit_20260906/report-source.md:2560 || research/innovation_first_audit_20260906/report-source.md:2693 || research/innovation_first_audit_20260906/report-source.md:3111 || research/innovation_first_audit_20260906/report-source.md:3415 || research/literature_audit_20260909/LITERATURE_INVENTORY.md:86 || research/literature_audit_20260909/LITERATURE_INVENTORY.md:341
https://arxiv.org/abs/2310.02065,gptpro/ChatGPTpro-#硬件idea深挖0911.md:54 || research/literature_audit_20260909/LITERATURE_INVENTORY.md:55
https://arxiv.org/abs/2310.05387v2,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_list_300plus.md:124 || research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:115
https://arxiv.org/abs/2310.07707,research/literature_audit_20260909/LITERATURE_INVENTORY.md:195
https://arxiv.org/abs/2311.10770,research/literature_audit_20260909/LITERATURE_INVENTORY.md:188
https://arxiv.org/abs/2312.06532,research/innovation_first_audit_20260906/report-source.md:7397 || research/literature_audit_20260909/LITERATURE_INVENTORY.md:394
https://arxiv.org/abs/2312.07180,research/hardware_mechanisms_20260906/motion_default_state.md:7 || research/literature_audit_20260909/LITERATURE_INVENTORY.md:273
https://arxiv.org/abs/2401.01141,gptpro/ChatGPTpro-#第二轮跨领域调研：.md:212
https://arxiv.org/abs/2401.05626,research/literature_audit_20260909/LITERATURE_INVENTORY.md:274
https://arxiv.org/abs/2402.00051v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:258
https://arxiv.org/abs/2402.11662,research/innovation_first_audit_20260906/report-source.md:7649 || research/innovation_first_audit_20260906/report-source.md:7882 || research/literature_audit_20260909/LITERATURE_INVENTORY.md:256
https://arxiv.org/abs/2403.00849,research/literature_audit_20260909/LITERATURE_INVENTORY.md:191
https://arxiv.org/abs/2403.03225v4,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:163
https://arxiv.org/abs/2403.10425?utm_source=chatgpt.com,gptpro/ChatGPTpro-#第二轮跨领域调研：.md:51
https://arxiv.org/abs/2403.16410v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:244
https://arxiv.org/abs/2403.16552,research/literature_audit_20260909/LITERATURE_INVENTORY.md:248
https://arxiv.org/abs/2404.03663,research/literature_audit_20260909/LITERATURE_INVENTORY.md:294
https://arxiv.org/abs/2404.07437v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:162
https://arxiv.org/abs/2404.08135,research/literature_audit_20260909/LITERATURE_INVENTORY.md:272
https://arxiv.org/abs/2404.10564v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_list_300plus.md:87 || research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:78
https://arxiv.org/abs/2404.10597,research/innovation_first_audit_20260906/report-source.md:2826 || research/innovation_first_audit_20260906/report-source.md:3168 || research/innovation_first_audit_20260906/report-source.md:3396 || research/literature_audit_20260909/LITERATURE_INVENTORY.md:242
https://arxiv.org/abs/2404.15510v3,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_list_300plus.md:136 || research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:127
https://arxiv.org/abs/2404.19489,research/literature_audit_20260909/LITERATURE_INVENTORY.md:268
https://arxiv.org/abs/2405.13170,codex_independent_20260905/02_literature_and_alternative_ideas.md:68 || gptpro/ChatGPTpro-#硬件idea深挖0911.md:61 || research/innovation_first_audit_20260906/report-source.md:599 || research/innovation_first_audit_20260906/report-source.md:11541 || research/literature_audit_20260909/LITERATURE_INVENTORY.md:64
https://arxiv.org/abs/2405.16790v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_list_300plus.md:86 || research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:77
https://arxiv.org/abs/2406.07318,research/literature_audit_20260909/LITERATURE_INVENTORY.md:277
https://arxiv.org/abs/2406.10491,research/01_ann_sparsity_mechanisms.md:225 || research/01_ann_sparsity_mechanisms.md:416 || research/literature_audit_20260909/LITERATURE_INVENTORY.md:123
https://arxiv.org/abs/2406.10513v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:221
https://arxiv.org/abs/2406.10758v4,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:220
https://arxiv.org/abs/2406.17393v2,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_list_300plus.md:123 || research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:114
https://arxiv.org/abs/2406.18162v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:219
https://arxiv.org/abs/2407.00088,research/literature_audit_20260909/LITERATURE_INVENTORY.md:180
https://arxiv.org/abs/2407.05739,research/innovation_first_audit_20260906/report-source.md:3890 || research/literature_audit_20260909/LITERATURE_INVENTORY.md:244
https://arxiv.org/abs/2407.08356,research/literature_audit_20260909/LITERATURE_INVENTORY.md:314
https://arxiv.org/abs/2407.08356v1,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_list_300plus.md:85 || research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_new_this_round.md:76
https://arxiv.org/abs/2407.08608,research/07_transformer_attention_accelerators.md:125 || research/07_transformer_attention_accelerators.md:261 || research/literature_audit_20260909/LITERATURE_INVENTORY.md:114
https://arxiv.org/abs/2407.10416,research/01_ann_sparsity_mechanisms.md:111 || research/01_ann_sparsity_mechanisms.md:423 || research/innovation_first_audit_20260906/report-source.md:2289 || research/literature_audit_20260909/LITERATURE_INVENTORY.md:121
https://arxiv.org/abs/2407.14073,codex_independent_20260905/02_literature_and_alternative_ideas.md:74 || research/hardware_innovation_20260908/exploration_tcasii_20260911/round2_absorb/web/DEEP_RESEARCH2.md:38 || research/hardware_innovation_20260908/exploration_tcasii_20260911/round2_absorb/web/R2W1.md:364 || research/hardware_innovation_20260908/exploration_tcasii_20260911/web/W1_2025_2026_venues.md:131 || research/innovation_first_audit_20260906/report-source.md:713 || research/innovation_first_audit_20260906/report-source.md:10153 || research/innovation_first_audit_20260906/report-source.md:10481 || research/innovation_first_audit_20260906/report-source.md:10652 || research/innovation_first_audit_20260906/report-source.md:10714 || research/innovation_first_audit_20260906/report-source.md:11104 || research/innovation_first_audit_20260906/report-source.md:11950 || research/literature_audit_20260909/LITERATURE_INVENTORY.md:31
https://arxiv.org/abs/2407.15801,research/literature_audit_20260909/LITERATURE_INVENTORY.md:239
