cycle,batch_after,pc_after,issue,logical_node,WB_kind,WB_dst,I24_input_words,enqueued_vector,enqueued_word,accepted_vector,accepted_word,FIFO_count,gate_valid_mask,interstage_valid
137,0,137,addsub,199,addsub,69,8,,,,,0,0,1
138,0,138,addsub,117,addsub,21,8,,,,,0,0,1
139,0,139,addsub,204,addsub,27,8,,,,,0,0,1
140,0,140,addsub,124,addsub,21,8,,,,,0,0,1
141,0,141,addsub,50,addsub,27,8,,,,,0,0,1
142,0,142,addsub,237,addsub,36,8,,,,,0,0,1
143,0,143,addsub,128,addsub,40,8,,,,,0,0,1
144,0,144,addsub,187,addsub,44,8,,,,,0,0,1
145,0,145,addsub,67,addsub,36,8,,,,,0,0,1
146,0,146,addsub,68,addsub,46,8,,,,,0,0,1
147,0,147,addsub,133,addsub,26,8,,,,,0,0,1
148,0,148,addsub,193,addsub,3,8,,,,,0,0,1
149,0,149,addsub,80,addsub,1,8,,,,,0,0,1
150,0,150,addsub,196,addsub,7,8,,,,,0,0,1
151,0,151,addsub,81,addsub,1,8,,,,,0,0,1
152,0,152,addsub,206,addsub,7,8,,,,,0,0,1
153,0,153,addsub,120,addsub,1,8,,,,,0,0,1
154,0,154,addsub,209,addsub,15,8,,,,,0,0,1
155,0,155,addsub,86,addsub,1,8,,,,,0,0,1
156,0,156,addsub,107,addsub,16,8,,,,,0,0,1
157,0,157,addsub,126,addsub,39,8,,,,,0,0,1
158,0,158,addsub,65,addsub,15,8,,,,,0,0,1
159,0,159,addsub,129,addsub,43,8,,,,,0,0,1
160,0,160,addsub,70,addsub,15,8,,,,,0,0,1
161,0,161,addsub,69,addsub,4,8,,,,,0,0,1
162,0,162,addsub,137,addsub,23,8,,,,,0,0,1
163,0,163,addsub,74,addsub,3,8,,,,,0,0,1
164,0,164,addsub,186,addsub,19,8,,,,,0,0,1
165,0,165,addsub,89,addsub,45,8,,,,,0,0,1
166,0,166,addsub,236,addsub,7,8,,,,,0,0,1
167,0,167,addsub,259,addsub,23,8,,,,,0,0,1
168,0,168,addsub,110,addsub,19,8,,,,,0,0,1
169,0,169,addsub,266,addsub,33,8,,,,,0,0,1
170,0,170,addsub,145,addsub,19,8,,,,,0,0,1
171,0,171,addsub,202,addsub,3,8,,,,,0,0,1
172,0,172,addsub,51,addsub,10,8,,,,,0,0,1
173,0,173,addsub,207,addsub,39,8,,,,,0,0,1
174,0,174,addsub,189,addsub,10,8,,,,,0,0,1
175,0,175,addsub,223,addsub,45,8,,,,,0,0,1
176,0,176,addsub,242,addsub,9,8,,,,,0,0,1
177,0,177,addsub,72,addsub,40,8,,,,,0,0,1
178,0,178,addsub,246,addsub,50,8,,,,,0,0,1
179,0,179,addsub,75,addsub,40,8,,,,,0,0,1
180,0,180,addsub,220,addsub,8,8,,,,,0,0,1
181,0,181,addsub,221,addsub,51,8,,,,,0,0,1
182,0,182,addsub,73,addsub,31,8,,,,,0,0,1
183,0,183,addsub,224,addsub,50,8,,,,,0,0,1
184,0,184,addsub,77,addsub,31,8,,,,,0,0,1
185,0,185,addsub,157,addsub,6,8,,,,,0,0,1
186,0,186,addsub,198,addsub,5,8,,,,,0,0,1
187,0,187,addsub,166,addsub,20,8,,,,,0,0,1
188,0,188,addsub,256,addsub,5,8,,,,,0,0,1
189,0,189,addsub,170,addsub,25,8,,,,,0,0,1
190,0,190,addsub,260,addsub,5,8,,,,,0,0,1
191,0,191,addsub,173,addsub,24,8,,,,,0,0,1
192,0,192,addsub,138,addsub,5,8,,,,,0,0,1
193,0,193,addsub,162,addsub,25,8,,,,,0,0,1
194,0,194,addsub,201,addsub,6,8,,,,,0,0,1
195,0,195,addsub,218,addsub,20,8,,,,,0,0,1
196,0,196,addsub,208,addsub,34,8,,,,,0,0,1
197,0,197,addsub,222,addsub,20,8,,,,,0,0,1
198,0,198,addsub,210,addsub,21,8,,,,,0,0,1
199,0,199,addsub,226,addsub,10,8,,,,,0,0,1
200,0,200,addsub,211,addsub,9,8,,,,,0,0,1
201,0,201,addsub,144,addsub,1,8,,,,,0,0,1
202,0,202,gate,276,addsub,10,8,,,,,0,0,1
203,0,203,addsub,149,gate,,8,,,,,0,64,1
204,0,204,addsub,122,addsub,1,8,,,,,0,64,1
205,0,205,addsub,152,addsub,8,8,,,,,0,64,1
206,0,206,addsub,127,addsub,1,8,,,,,0,64,1
207,0,207,addsub,235,addsub,3,8,,,,,0,64,1
208,0,208,addsub,131,addsub,2,8,,,,,0,64,1
209,0,209,addsub,244,addsub,3,8,,,,,0,64,1
210,0,210,addsub,84,addsub,2,8,,,,,0,64,1
211,0,211,addsub,247,addsub,8,8,,,,,0,64,1
212,0,212,addsub,93,addsub,2,8,,,,,0,64,1
213,0,213,addsub,248,addsub,8,8,,,,,0,64,1
214,0,214,addsub,95,addsub,2,8,,,,,0,64,1
215,0,215,gate,278,addsub,7,8,,,,,0,64,1
216,0,216,addsub,49,gate,,8,,,,,0,320,1
217,0,217,addsub,83,addsub,2,8,,,,,0,320,1
218,0,218,addsub,63,addsub,8,8,,,,,0,320,1
219,0,219,addsub,88,addsub,2,8,,,,,0,320,1
220,0,220,addsub,130,addsub,8,8,,,,,0,320,1
221,0,221,addsub,267,addsub,10,8,,,,,0,320,1
222,0,222,addsub,132,addsub,2,8,,,,,0,320,1
223,0,223,addsub,92,addsub,3,8,,,,,0,320,1
224,0,224,gate,272,addsub,8,8,,,,,0,320,1
225,0,225,addsub,87,gate,,8,,,,,0,324,1
226,0,226,addsub,100,addsub,3,8,,,,,0,324,1
227,0,227,addsub,91,addsub,10,8,,,,,0,324,1
228,0,228,addsub,104,addsub,3,8,,,,,0,324,1
229,0,229,addsub,94,addsub,10,8,,,,,0,324,1
230,0,230,addsub,108,addsub,3,8,,,,,0,324,1
231,0,231,addsub,96,addsub,10,8,,,,,0,324,1
232,0,232,addsub,112,addsub,3,8,,,,,0,324,1
233,0,233,addsub,97,addsub,8,8,,,,,0,324,1
234,0,234,addsub,101,addsub,3,8,,,,,0,324,1
235,0,235,gate,270,addsub,7,8,,,,,0,324,1
236,0,236,addsub,106,gate,,8,,,,,0,325,1
237,0,237,addsub,254,addsub,3,8,,,,,0,325,1
238,0,238,addsub,109,addsub,7,8,,,,,0,325,1
239,0,239,addsub,261,addsub,3,8,,,,,0,325,1
240,0,240,addsub,141,addsub,7,0,,,,,0,325,1
241,0,241,addsub,264,addsub,10,0,,,,,0,325,1
242,0,242,addsub,148,addsub,7,0,,,,,0,325,1
243,0,243,addsub,268,addsub,10,0,,,,,0,325,1
244,0,244,addsub,150,addsub,7,0,,,,,0,325,1
245,0,245,addsub,269,addsub,4,0,,,,,0,325,1
246,0,246,addsub,48,addsub,2,0,,,,,0,325,1
247,0,247,gate,279,addsub,7,0,,,,,0,325,1
248,0,248,addsub,64,gate,,0,,,,,0,837,1
249,0,249,addsub,142,addsub,0,0,,,,,0,837,1
250,0,250,addsub,178,addsub,2,0,,,,,0,837,1
251,0,251,addsub,146,addsub,7,0,,,,,0,837,1
252,0,252,addsub,184,addsub,2,0,,,,,0,837,1
253,0,253,addsub,151,addsub,7,0,,,,,0,837,1
254,0,254,addsub,188,addsub,2,0,,,,,0,837,1
255,0,255,addsub,153,addsub,7,0,,,,,0,837,1
256,0,256,addsub,191,addsub,2,0,,,,,0,837,1
257,0,257,addsub,154,addsub,4,0,,,,,0,837,1
258,0,258,addsub,161,addsub,1,0,,,,,0,837,1
259,0,259,gate,273,addsub,2,0,,,,,0,837,1
260,0,260,addsub,160,gate,,0,,,,,0,845,1
261,0,261,addsub,111,addsub,1,0,,,,,0,845,1
262,0,262,addsub,164,addsub,3,0,,,,,0,845,1
263,0,263,addsub,190,addsub,1,0,,,,,0,845,1
264,0,264,addsub,168,addsub,0,0,,,,,0,845,1
265,0,265,addsub,113,addsub,1,0,,,,,0,845,1
266,0,266,addsub,192,addsub,2,0,,,,,0,845,1
267,0,267,gate,271,addsub,0,0,,,,,0,845,1
268,0,268,gate,275,gate,,0,,,,,0,847,1
269,0,269,addsub,158,gate,,0,,,,,0,879,1
270,0,270,addsub,215,addsub,0,0,,,,,0,879,1
271,0,271,addsub,163,addsub,2,0,,,,,0,879,1
272,0,272,addsub,219,addsub,0,0,,,,,0,879,1
273,0,273,addsub,169,addsub,2,0,,,,,0,879,1
274,0,274,addsub,225,addsub,0,0,,,,,0,879,1
275,0,275,addsub,172,addsub,2,0,,,,,0,879,1
276,0,276,addsub,227,addsub,0,0,,,,,0,879,1
277,0,277,addsub,174,addsub,1,0,,,,,0,879,1
278,0,278,addsub,228,addsub,0,0,,,,,0,879,1
279,0,279,gate,274,addsub,1,0,,,,,0,879,1
280,0,280,gate,277,gate,,0,,,,,0,895,1
281,0,281,pipeline_drain,,gate,,0,,,,,0,1023,0
282,0,281,commit_enqueue,,,,0,0,0,,,1,1023,0
283,0,281,commit_enqueue,,,,0,1,0,0,0,1,1023,0
284,0,281,commit_enqueue,,,,0,2,0,1,0,1,1023,0
285,0,281,commit_enqueue,,,,0,3,165,2,0,1,1023,0
286,0,281,commit_enqueue,,,,0,4,0,3,165,1,1023,0
287,0,281,commit_enqueue,,,,0,5,0,4,0,1,1023,0
288,0,281,commit_enqueue,,,,0,6,0,5,0,1,1023,0
289,1,0,commit_enqueue,,,,0,7,4,6,0,1,0,0
290,1,1,load,0,,,0,,,7,4,0,0,1
291,1,2,load,1,load,0,0,,,,,0,0,1
292,1,3,load,2,load,1,0,,,,,0,0,1
293,1,4,load,3,load,2,0,,,,,0,0,1
294,1,5,load,4,load,3,0,,,,,0,0,1
295,1,6,load,5,load,4,0,,,,,0,0,1
296,1,7,load,6,load,5,0,,,,,0,0,1
297,1,8,load,7,load,6,0,,,,,0,0,1
298,1,9,load,8,load,7,0,,,,,0,0,1
299,1,10,load,9,load,8,0,,,,,0,0,1
300,1,11,addsub,10,load,9,0,,,,,0,0,1
301,1,12,addsub,11,addsub,10,0,,,,,0,0,1
302,1,13,addsub,14,addsub,11,0,,,,,0,0,1
303,1,14,addsub,15,addsub,12,0,,,,,0,0,1
304,1,15,addsub,16,addsub,13,0,,,,,0,0,1
305,1,16,addsub,21,addsub,14,0,,,,,0,0,1
306,1,17,addsub,22,addsub,15,0,,,,,0,0,1
307,1,18,addsub,12,addsub,16,0,,,,,0,0,1
308,1,19,addsub,13,addsub,17,0,,,,,0,0,1
309,1,20,addsub,17,addsub,18,0,,,,,0,0,1
310,1,21,addsub,18,addsub,19,0,,,,,0,0,1
311,1,22,addsub,19,addsub,20,0,,,,,0,0,1
312,1,23,addsub,20,addsub,21,0,,,,,0,0,1
313,1,24,addsub,24,addsub,22,0,,,,,0,0,1
314,1,25,addsub,25,addsub,23,0,,,,,0,0,1
315,1,26,addsub,26,addsub,24,0,,,,,0,0,1
316,1,27,addsub,27,addsub,25,0,,,,,0,0,1
317,1,28,addsub,28,addsub,26,0,,,,,0,0,1
318,1,29,addsub,32,addsub,27,0,,,,,0,0,1
319,1,30,addsub,33,addsub,28,0,,,,,0,0,1
320,1,31,addsub,34,addsub,29,0,,,,,0,0,1
321,1,32,addsub,36,addsub,30,0,,,,,0,0,1
322,1,33,addsub,41,addsub,31,0,,,,,0,0,1
323,1,34,addsub,42,addsub,32,0,,,,,0,0,1
324,1,35,addsub,43,addsub,33,0,,,,,0,0,1
325,1,36,addsub,44,addsub,34,0,,,,,0,0,1
326,1,37,addsub,45,addsub,35,0,,,,,0,0,1
327,1,38,addsub,46,addsub,36,0,,,,,0,0,1
328,1,39,addsub,76,addsub,37,0,,,,,0,0,1
329,1,40,addsub,78,addsub,38,0,,,,,0,0,1
330,1,41,addsub,79,addsub,39,0,,,,,0,0,1
331,1,42,addsub,82,addsub,40,0,,,,,0,0,1
332,1,43,addsub,98,addsub,41,0,,,,,0,0,1
333,1,44,addsub,85,addsub,42,0,,,,,0,0,1
334,1,45,addsub,102,addsub,41,0,,,,,0,0,1
335,1,46,addsub,99,addsub,42,0,,,,,0,0,1
336,1,47,addsub,114,addsub,43,0,,,,,0,0,1
337,1,48,addsub,103,addsub,44,0,,,,,0,0,1
338,1,49,addsub,118,addsub,43,0,,,,,0,0,1
339,1,50,addsub,115,addsub,44,0,,,,,0,0,1
340,1,51,addsub,116,addsub,45,0,,,,,0,0,1
341,1,52,addsub,119,addsub,46,0,,,,,0,0,1
342,1,53,addsub,54,addsub,45,0,,,,,0,0,1
343,1,54,addsub,121,addsub,34,0,,,,,0,0,1
344,1,55,addsub,62,addsub,46,0,,,,,0,0,1
345,1,56,addsub,125,addsub,34,0,,,,,0,0,1
346,1,57,addsub,171,addsub,45,0,,,,,0,0,1
347,1,58,addsub,134,addsub,34,0,,,,,0,0,1
348,1,59,addsub,135,addsub,47,0,,,,,0,0,1
349,1,60,addsub,140,addsub,48,0,,,,,0,0,1
350,1,61,addsub,136,addsub,47,0,,,,,0,0,1
351,1,62,addsub,155,addsub,49,0,,,,,0,0,1
352,1,63,addsub,143,addsub,50,0,,,,,0,0,1
353,1,64,addsub,156,addsub,48,0,,,,,0,0,1
354,1,65,addsub,175,addsub,49,0,,,,,0,0,1
355,1,66,addsub,159,addsub,51,0,,,,,0,0,1
356,1,67,addsub,179,addsub,49,0,,,,,0,0,1
357,1,68,addsub,180,addsub,50,0,,,,,0,0,1
358,1,69,addsub,176,addsub,38,0,,,,,0,0,1
359,1,70,addsub,177,addsub,51,0,,,,,0,0,1
360,1,71,addsub,181,addsub,52,0,,,,,0,0,1
361,1,72,addsub,182,addsub,51,0,,,,,0,0,1
362,1,73,addsub,194,addsub,52,0,,,,,0,0,1
363,1,74,addsub,212,addsub,53,0,,,,,0,0,1
364,1,75,addsub,197,addsub,54,0,,,,,0,0,1
365,1,76,addsub,214,addsub,53,0,,,,,0,0,1
366,1,77,addsub,213,addsub,54,0,,,,,0,0,1
367,1,78,addsub,217,addsub,55,0,,,,,0,0,1
368,1,79,addsub,216,addsub,54,0,,,,,0,0,1
369,1,80,addsub,229,addsub,55,0,,,,,0,0,1
370,1,81,addsub,230,addsub,56,0,,,,,0,0,1
371,1,82,addsub,231,addsub,57,0,,,,,0,0,1
372,1,83,addsub,233,addsub,58,0,,,,,0,0,1
373,1,84,addsub,232,addsub,56,0,,,,,0,0,1
374,1,85,addsub,249,addsub,57,0,,,,,0,0,1
375,1,86,addsub,234,addsub,59,0,,,,,0,0,1
376,1,87,addsub,253,addsub,57,0,,,,,0,0,1
377,1,88,addsub,250,addsub,58,0,,,,,0,0,1
378,1,89,addsub,251,addsub,59,0,,,,,0,0,1
379,1,90,addsub,40,addsub,60,0,,,,,0,0,1
380,1,91,addsub,255,addsub,2,0,,,,,0,0,1
381,1,92,addsub,257,addsub,59,0,,,,,0,0,1
382,1,93,addsub,23,addsub,60,0,,,,,0,0,1
383,1,94,addsub,29,addsub,61,0,,,,,0,0,1
384,1,95,addsub,71,addsub,62,0,,,,,0,0,1
385,1,96,addsub,167,addsub,9,0,,,,,0,0,1
386,1,97,addsub,262,addsub,49,0,,,,,0,0,1
387,1,98,addsub,30,addsub,60,0,,,,,0,0,1
388,1,99,addsub,31,addsub,63,0,,,,,0,0,1
389,1,100,addsub,123,addsub,64,0,,,,,0,0,1
390,1,101,addsub,35,addsub,44,0,,,,,0,0,1
391,1,102,addsub,37,addsub,65,0,,,,,0,0,1
392,1,103,addsub,195,addsub,66,0,,,,,0,0,1
393,1,104,addsub,38,addsub,15,0,,,,,0,0,1
394,1,105,addsub,39,addsub,67,0,,,,,0,0,1
395,1,106,addsub,200,addsub,68,0,,,,,0,0,1
396,1,107,addsub,47,addsub,15,0,,,,,0,0,1
397,1,108,addsub,52,addsub,69,0,,,,,0,0,1
398,1,109,addsub,139,addsub,70,0,,,,,0,0,1
399,1,110,addsub,90,addsub,37,0,,,,,0,0,1
400,1,111,addsub,263,addsub,41,0,,,,,0,0,1
401,1,112,addsub,240,addsub,58,0,,,,,0,0,1
402,1,113,addsub,241,addsub,56,0,,,,,0,0,1
403,1,114,addsub,53,addsub,69,0,,,,,0,0,1
404,1,115,addsub,55,addsub,70,0,,,,,0,0,1
405,1,116,addsub,185,addsub,71,0,,,,,0,0,1
406,1,117,addsub,205,addsub,38,0,,,,,0,0,1
407,1,118,addsub,56,addsub,61,0,,,,,0,0,1
408,1,119,addsub,252,addsub,70,0,,,,,0,0,1
409,1,120,addsub,105,addsub,29,0,,,,,0,0,1
410,1,121,addsub,258,addsub,42,0,,,,,0,0,1
411,1,122,addsub,57,addsub,29,0,,,,,0,0,1
412,1,123,addsub,265,addsub,40,0,,,,,0,0,1
413,1,124,addsub,66,addsub,29,0,,,,,0,0,1
414,1,125,addsub,239,addsub,28,0,,,,,0,0,1
415,1,126,addsub,203,addsub,57,0,,,,,0,0,1
416,1,127,addsub,245,addsub,53,0,,,,,0,0,1
417,1,128,addsub,165,addsub,56,0,,,,,0,0,1
418,1,129,addsub,58,addsub,28,0,,,,,0,0,1
419,1,130,addsub,61,addsub,57,0,,,,,0,0,1
420,1,131,addsub,147,addsub,10,0,,,,,0,0,1
421,1,132,addsub,238,addsub,48,0,,,,,0,0,1
422,1,133,addsub,59,addsub,57,0,,,,,0,0,1
423,1,134,addsub,243,addsub,60,0,,,,,0,0,1
424,1,135,addsub,183,addsub,57,0,,,,,0,0,1
425,1,136,addsub,60,addsub,51,0,,,,,0,0,1
426,1,137,addsub,199,addsub,69,0,,,,,0,0,1
427,1,138,addsub,117,addsub,21,0,,,,,0,0,1
428,1,139,addsub,204,addsub,27,0,,,,,0,0,1
429,1,140,addsub,124,addsub,21,0,,,,,0,0,1
430,1,141,addsub,50,addsub,27,0,,,,,0,0,1
431,1,142,addsub,237,addsub,36,0,,,,,0,0,1
432,1,143,addsub,128,addsub,40,0,,,,,0,0,1
433,1,144,addsub,187,addsub,44,0,,,,,0,0,1
434,1,145,addsub,67,addsub,36,0,,,,,0,0,1
435,1,146,addsub,68,addsub,46,0,,,,,0,0,1
436,1,147,addsub,133,addsub,26,0,,,,,0,0,1
437,1,148,addsub,193,addsub,3,0,,,,,0,0,1
438,1,149,addsub,80,addsub,1,0,,,,,0,0,1
439,1,150,addsub,196,addsub,7,0,,,,,0,0,1
440,1,151,addsub,81,addsub,1,0,,,,,0,0,1
441,1,152,addsub,206,addsub,7,0,,,,,0,0,1
442,1,153,addsub,120,addsub,1,0,,,,,0,0,1
443,1,154,addsub,209,addsub,15,0,,,,,0,0,1
444,1,155,addsub,86,addsub,1,0,,,,,0,0,1
445,1,156,addsub,107,addsub,16,0,,,,,0,0,1
446,1,157,addsub,126,addsub,39,0,,,,,0,0,1
447,1,158,addsub,65,addsub,15,0,,,,,0,0,1
448,1,159,addsub,129,addsub,43,0,,,,,0,0,1
449,1,160,addsub,70,addsub,15,0,,,,,0,0,1
450,1,161,addsub,69,addsub,4,0,,,,,0,0,1
451,1,162,addsub,137,addsub,23,0,,,,,0,0,1
452,1,163,addsub,74,addsub,3,0,,,,,0,0,1
453,1,164,addsub,186,addsub,19,0,,,,,0,0,1
454,1,165,addsub,89,addsub,45,0,,,,,0,0,1
455,1,166,addsub,236,addsub,7,0,,,,,0,0,1
456,1,167,addsub,259,addsub,23,0,,,,,0,0,1
457,1,168,addsub,110,addsub,19,0,,,,,0,0,1
458,1,169,addsub,266,addsub,33,0,,,,,0,0,1
459,1,170,addsub,145,addsub,19,0,,,,,0,0,1
460,1,171,addsub,202,addsub,3,0,,,,,0,0,1
461,1,172,addsub,51,addsub,10,0,,,,,0,0,1
462,1,173,addsub,207,addsub,39,0,,,,,0,0,1
