case,real,order,mode,bp,packed32,prefetch,frontier,resident,cycles,channels,batches,pairs,scalar_mac,words,xwords,graph_words,prefetch_words,cache_hits,refetches,peak_slots,graph_hits,req_stall,out_stall,state0,state1,state2,state3,state4,state5,state6,state7,state8,state9,state10,state11,state12,state13
train1_p10,1,1,3,1,1,1,1,1,1195,56,45,404,4040,206,94,91,77,9,0,4,322,87,5,1,27,54,6,136,0,285,45,450,135,45,0,11,1
train1_p11,1,1,1,0,1,1,0,1,1297,64,64,640,6400,158,128,0,116,0,0,4,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
train1_p11,1,1,1,1,1,1,0,1,1379,64,64,640,6400,158,128,0,116,0,0,4,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
train1_p11,1,1,2,0,1,1,0,1,1046,49,49,490,4900,220,98,101,93,0,0,4,344,0,0,1,21,21,6,109,0,147,49,490,147,49,0,6,1
train1_p11,1,1,2,0,1,1,1,0,1001,59,46,408,4080,237,118,98,84,0,10,2,328,0,0,1,21,21,6,112,0,144,46,460,138,46,0,6,1
train1_p11,1,1,2,0,1,1,1,1,989,59,46,408,4080,217,98,98,84,10,0,4,328,0,0,1,21,21,6,112,0,132,46,460,138,46,0,6,1
train1_p11,1,1,2,1,1,1,0,1,1269,49,49,490,4900,220,98,101,93,0,0,4,344,59,2,1,30,57,6,120,0,312,49,490,147,49,0,8,1
train1_p11,1,1,2,1,1,1,1,0,1259,59,46,408,4080,237,118,98,84,0,10,2,328,84,1,1,30,57,6,154,0,314,46,460,138,46,0,7,1
train1_p11,1,1,2,1,1,1,1,1,1232,59,46,408,4080,217,98,98,84,10,0,4,328,79,0,1,30,57,6,154,0,288,46,460,138,46,0,6,1
train1_p11,1,1,3,0,1,1,0,1,1046,49,49,490,4900,219,98,100,92,0,0,4,344,0,0,1,21,21,6,109,0,147,49,490,147,49,0,6,1
train1_p11,1,1,3,0,1,1,1,1,989,59,46,408,4080,216,98,97,83,10,0,4,328,0,0,1,21,21,6,112,0,132,46,460,138,46,0,6,1
train1_p11,1,1,3,1,1,1,0,1,1271,49,49,490,4900,219,98,100,92,0,0,4,344,66,4,1,27,54,6,127,0,311,49,490,147,49,0,10,1
train1_p11,1,1,3,1,1,1,1,1,1232,59,46,408,4080,216,98,97,83,10,0,4,328,88,3,1,27,54,6,146,0,299,46,460,138,46,0,9,1
train1_p12,1,1,1,0,1,1,0,1,1297,64,64,640,6400,158,128,0,116,0,0,4,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
train1_p12,1,1,1,1,1,1,0,1,1379,64,64,640,6400,158,128,0,116,0,0,4,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
train1_p12,1,1,2,0,1,1,0,1,1026,48,48,480,4800,213,96,96,88,0,0,4,344,0,0,1,21,21,6,107,0,144,48,480,144,48,0,6,1
train1_p12,1,1,2,0,1,1,1,0,981,57,45,410,4100,231,114,96,81,0,9,2,325,0,0,1,21,21,6,110,0,141,45,450,135,45,0,6,1
train1_p12,1,1,2,0,1,1,1,1,971,57,45,410,4100,213,96,96,81,9,0,4,325,0,0,1,21,21,6,110,0,131,45,450,135,45,0,6,1
train1_p12,1,1,2,1,1,1,0,1,1247,48,48,480,4800,213,96,96,88,0,0,4,344,60,4,1,30,57,6,122,0,301,48,480,144,48,0,10,1
train1_p12,1,1,2,1,1,1,1,0,1243,57,45,410,4100,231,114,96,81,0,9,2,325,79,4,1,30,57,6,151,0,313,45,450,135,45,0,10,1
train1_p12,1,1,2,1,1,1,1,1,1214,57,45,410,4100,213,96,96,81,9,0,4,325,75,2,1,30,57,6,147,0,290,45,450,135,45,0,8,1
train1_p12,1,1,3,0,1,1,0,1,1026,48,48,480,4800,209,96,92,84,0,0,4,344,0,0,1,21,21,6,107,0,144,48,480,144,48,0,6,1
train1_p12,1,1,3,0,1,1,1,1,971,57,45,410,4100,209,96,92,77,9,0,4,325,0,0,1,21,21,6,110,0,131,45,450,135,45,0,6,1
train1_p12,1,1,3,1,1,1,0,1,1239,48,48,480,4800,209,96,92,84,0,0,4,344,60,3,1,27,54,6,121,0,301,48,480,144,48,0,9,1
train1_p12,1,1,3,1,1,1,1,1,1214,57,45,410,4100,209,96,92,77,9,0,4,325,80,7,1,27,54,6,141,0,297,45,450,135,45,0,13,1
train1_p13,1,1,1,0,1,1,0,1,1297,64,64,640,6400,158,128,0,116,0,0,4,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
train1_p13,1,1,1,1,1,1,0,1,1379,64,64,640,6400,158,128,0,116,0,0,4,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
train1_p13,1,1,2,0,1,1,0,1,1294,61,61,610,6100,308,122,165,150,0,0,4,375,0,0,1,21,21,6,141,0,183,61,610,183,61,0,6,1
train1_p13,1,1,2,0,1,1,1,0,1159,79,53,455,4550,341,158,162,125,0,18,4,345,0,0,1,21,21,6,138,0,171,53,530,159,53,0,6,1
train1_p13,1,1,2,0,1,1,1,1,1141,79,53,455,4550,305,122,162,125,18,0,4,345,0,0,1,21,21,6,138,0,153,53,530,159,53,0,6,1
train1_p13,1,1,2,1,1,1,0,1,1577,61,61,610,6100,307,122,164,150,0,0,4,376,107,1,1,30,57,6,170,0,391,61,610,183,61,0,7,1
train1_p13,1,1,2,1,1,1,1,0,1479,79,53,455,4550,340,158,161,125,0,18,4,346,112,6,1,30,57,6,201,0,377,53,530,159,53,0,12,1
train1_p13,1,1,2,1,1,1,1,1,1426,79,53,455,4550,305,122,162,125,18,0,4,345,95,3,1,30,57,6,197,0,331,53,530,159,53,0,9,1
train1_p13,1,1,3,0,1,1,0,1,1294,61,61,610,6100,300,122,157,142,0,0,4,373,0,0,1,21,21,6,141,0,183,61,610,183,61,0,6,1
train1_p13,1,1,3,0,1,1,1,1,1141,78,53,452,4520,297,122,154,117,17,0,4,343,0,0,1,21,21,6,138,0,153,53,530,159,53,0,6,1
train1_p13,1,1,3,1,1,1,0,1,1577,61,61,610,6100,300,122,157,142,0,0,4,373,86,3,1,27,54,6,177,0,388,61,610,183,61,0,9,1
train1_p13,1,1,3,1,1,1,1,1,1418,78,53,452,4520,297,122,154,117,17,0,4,343,102,5,1,27,54,6,198,0,326,53,530,159,53,0,11,1
train1_p14,1,1,1,0,1,1,0,1,1297,64,64,640,6400,158,128,0,116,0,0,4,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
train1_p14,1,1,1,1,1,1,0,1,1379,64,64,640,6400,158,128,0,116,0,0,4,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
train1_p14,1,1,2,0,1,1,0,1,1026,48,48,480,4800,213,96,96,88,0,0,4,344,0,0,1,21,21,6,107,0,144,48,480,144,48,0,6,1
train1_p14,1,1,2,0,1,1,1,0,981,57,45,410,4100,229,114,94,80,0,9,2,327,0,0,1,21,21,6,110,0,141,45,450,135,45,0,6,1
train1_p14,1,1,2,0,1,1,1,1,971,57,45,410,4100,211,96,94,80,9,0,4,327,0,0,1,21,21,6,110,0,131,45,450,135,45,0,6,1
train1_p14,1,1,2,1,1,1,0,1,1247,48,48,480,4800,213,96,96,88,0,0,4,344,60,4,1,30,57,6,122,0,301,48,480,144,48,0,10,1
train1_p14,1,1,2,1,1,1,1,0,1243,57,45,410,4100,229,114,94,80,0,9,2,327,79,4,1,30,57,6,151,0,313,45,450,135,45,0,10,1
train1_p14,1,1,2,1,1,1,1,1,1214,57,45,410,4100,211,96,94,80,9,0,4,327,75,2,1,30,57,6,147,0,290,45,450,135,45,0,8,1
train1_p14,1,1,3,0,1,1,0,1,1026,48,48,480,4800,208,96,91,83,0,0,4,344,0,0,1,21,21,6,107,0,144,48,480,144,48,0,6,1
train1_p14,1,1,3,0,1,1,1,1,971,57,45,410,4100,206,96,89,75,9,0,4,327,0,0,1,21,21,6,110,0,131,45,450,135,45,0,6,1
train1_p14,1,1,3,1,1,1,0,1,1239,48,48,480,4800,208,96,91,83,0,0,4,344,59,3,1,27,54,6,121,0,301,48,480,144,48,0,9,1
train1_p14,1,1,3,1,1,1,1,1,1195,57,45,410,4100,206,96,89,75,9,0,4,327,86,0,1,27,54,6,140,0,286,45,450,135,45,0,6,1
train1_p15,1,1,1,0,1,1,0,1,1297,64,64,640,6400,158,128,0,116,0,0,4,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
train1_p15,1,1,1,1,1,1,0,1,1379,64,64,640,6400,158,128,0,116,0,0,4,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
train1_p15,1,1,2,0,1,1,0,1,1168,55,55,550,5500,253,110,122,112,0,0,4,346,0,0,1,21,21,6,123,0,165,55,550,165,55,0,6,1
train1_p15,1,1,2,0,1,1,1,0,1048,68,48,414,4140,277,136,120,95,0,13,3,314,0,0,1,21,21,6,119,0,154,48,480,144,48,0,6,1
train1_p15,1,1,2,0,1,1,1,1,1034,68,48,414,4140,253,112,120,95,12,1,4,314,0,0,1,21,21,6,119,0,140,48,480,144,48,0,6,1
train1_p15,1,1,2,1,1,1,0,1,1418,55,55,550,5500,253,110,122,112,0,0,4,346,94,0,1,30,57,6,154,0,339,55,550,165,55,0,6,1
train1_p15,1,1,2,1,1,1,1,0,1335,68,48,414,4140,277,136,120,95,0,13,3,314,89,2,1,30,57,6,170,0,343,48,480,144,48,0,8,1
train1_p15,1,1,2,1,1,1,1,1,1291,68,48,414,4140,253,112,120,95,12,1,4,314,91,4,1,30,57,6,167,0,300,48,480,144,48,0,10,1
train1_p15,1,1,3,0,1,1,0,1,1148,54,54,540,5400,249,108,120,110,0,0,4,345,0,0,1,21,21,6,121,0,162,54,540,162,54,0,6,1
train1_p15,1,1,3,0,1,1,1,1,1015,67,47,413,4130,248,110,117,91,12,1,4,310,0,0,1,21,21,6,118,0,137,47,470,141,47,0,6,1
train1_p15,1,1,3,1,1,1,0,1,1391,54,54,540,5400,249,108,120,110,0,0,4,345,89,3,1,27,54,6,140,0,344,54,540,162,54,0,9,1
train1_p15,1,1,3,1,1,1,1,1,1280,67,47,413,4130,248,110,117,91,12,1,4,310,97,3,1,27,54,6,172,0,306,47,470,141,47,0,9,1
train1_p16,1,1,1,0,1,1,0,1,1297,64,64,640,6400,158,128,0,116,0,0,4,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
train1_p16,1,1,1,1,1,1,0,1,1379,64,64,640,6400,158,128,0,116,0,0,4,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
train1_p16,1,1,2,0,1,1,0,1,1027,48,48,480,4800,215,96,98,90,0,0,4,342,0,0,1,21,21,6,108,0,144,48,480,144,48,0,6,1
train1_p16,1,1,2,0,1,1,1,0,999,56,46,406,4060,229,112,96,81,0,8,2,326,0,0,1,21,21,6,112,0,142,46,460,138,46,0,6,1
train1_p16,1,1,2,0,1,1,1,1,989,56,46,406,4060,213,96,96,81,8,0,4,326,0,0,1,21,21,6,112,0,132,46,460,138,46,0,6,1
train1_p16,1,1,2,1,1,1,0,1,1271,48,48,480,4800,215,96,98,90,0,0,4,342,68,2,1,30,57,6,131,0,318,48,480,144,48,0,8,1
train1_p16,1,1,2,1,1,1,1,0,1243,56,46,406,4060,229,112,96,81,0,8,2,326,68,5,1,30,57,6,144,0,304,46,460,138,46,0,11,1
train1_p16,1,1,2,1,1,1,1,1,1225,56,46,406,4060,213,96,96,81,8,0,4,326,67,3,1,30,57,6,148,0,284,46,460,138,46,0,9,1
train1_p16,1,1,3,0,1,1,0,1,1027,48,48,480,4800,212,96,95,87,0,0,4,342,0,0,1,21,21,6,108,0,144,48,480,144,48,0,6,1
train1_p16,1,1,3,0,1,1,1,1,989,56,46,406,4060,210,96,93,79,8,0,4,326,0,0,1,21,21,6,112,0,132,46,460,138,46,0,6,1
train1_p16,1,1,3,1,1,1,0,1,1225,48,48,480,4800,212,96,95,87,0,0,4,342,67,8,1,27,54,6,119,0,284,48,480,144,48,0,14,1
train1_p16,1,1,3,1,1,1,1,1,1195,56,46,406,4060,210,96,93,79,8,0,4,326,72,7,1,27,54,6,128,0,276,46,460,138,46,0,13,1
train1_p17,1,1,1,0,1,1,0,1,1297,64,64,640,6400,158,128,0,116,0,0,4,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
train1_p17,1,1,1,1,1,1,0,1,1379,64,64,640,6400,158,128,0,116,0,0,4,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
train1_p17,1,1,2,0,1,1,0,1,1286,61,61,610,6100,299,122,156,145,0,0,4,368,0,0,1,21,21,6,133,0,183,61,610,183,61,0,6,1
train1_p17,1,1,2,0,1,1,1,0,1155,78,53,436,4360,328,156,151,122,0,17,4,330,0,0,1,21,21,6,132,0,173,53,530,159,53,0,6,1
train1_p17,1,1,2,0,1,1,1,1,1137,78,53,436,4360,296,124,151,122,16,1,4,330,0,0,1,21,21,6,132,0,155,53,530,159,53,0,6,1
train1_p17,1,1,2,1,1,1,0,1,1549,61,61,610,6100,299,122,156,145,0,0,4,368,100,0,1,30,57,6,152,0,382,61,610,183,61,0,6,1
train1_p17,1,1,2,1,1,1,1,0,1474,78,53,436,4360,328,156,151,122,0,17,4,330,111,3,1,30,57,6,196,0,380,53,530,159,53,0,9,1
train1_p17,1,1,2,1,1,1,1,1,1412,78,53,436,4360,296,124,151,122,16,1,4,330,102,0,1,30,57,6,190,0,327,53,530,159,53,0,6,1
train1_p17,1,1,3,0,1,1,0,1,1266,60,60,600,6000,291,120,150,140,0,0,4,367,0,0,1,21,21,6,131,0,180,60,600,180,60,0,6,1
train1_p17,1,1,3,0,1,1,1,1,1120,75,52,434,4340,287,122,144,116,14,1,4,327,0,0,1,21,21,6,131,0,154,52,520,156,52,0,6,1
train1_p17,1,1,3,1,1,1,0,1,1549,60,60,600,6000,291,120,150,140,0,0,4,367,97,5,1,27,54,6,158,0,392,60,600,180,60,0,11,1
train1_p17,1,1,3,1,1,1,1,1,1394,75,52,434,4340,287,122,144,116,14,1,4,327,91,4,1,27,54,6,184,0,332,52,520,156,52,0,10,1
train1_p18,1,1,1,0,1,1,0,1,1297,64,64,640,6400,158,128,0,116,0,0,4,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
train1_p18,1,1,1,1,1,1,0,1,1379,64,64,640,6400,158,128,0,116,0,0,4,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
train1_p18,1,1,2,0,1,1,0,1,1026,48,48,480,4800,213,96,96,88,0,0,4,344,0,0,1,21,21,6,107,0,144,48,480,144,48,0,6,1
train1_p18,1,1,2,0,1,1,1,0,981,57,45,410,4100,229,114,94,80,0,9,2,327,0,0,1,21,21,6,110,0,141,45,450,135,45,0,6,1
train1_p18,1,1,2,0,1,1,1,1,971,57,45,410,4100,211,96,94,80,9,0,4,327,0,0,1,21,21,6,110,0,131,45,450,135,45,0,6,1
train1_p18,1,1,2,1,1,1,0,1,1247,48,48,480,4800,213,96,96,88,0,0,4,344,60,4,1,30,57,6,122,0,301,48,480,144,48,0,10,1
train1_p18,1,1,2,1,1,1,1,0,1243,57,45,410,4100,229,114,94,80,0,9,2,327,79,4,1,30,57,6,151,0,313,45,450,135,45,0,10,1
train1_p18,1,1,2,1,1,1,1,1,1214,57,45,410,4100,211,96,94,80,9,0,4,327,75,2,1,30,57,6,147,0,290,45,450,135,45,0,8,1
train1_p18,1,1,3,0,1,1,0,1,1026,48,48,480,4800,208,96,91,83,0,0,4,344,0,0,1,21,21,6,107,0,144,48,480,144,48,0,6,1
train1_p18,1,1,3,0,1,1,1,1,971,57,45,410,4100,206,96,89,75,9,0,4,327,0,0,1,21,21,6,110,0,131,45,450,135,45,0,6,1
train1_p18,1,1,3,1,1,1,0,1,1239,48,48,480,4800,208,96,91,83,0,0,4,344,59,3,1,27,54,6,121,0,301,48,480,144,48,0,9,1
train1_p18,1,1,3,1,1,1,1,1,1195,57,45,410,4100,206,96,89,75,9,0,4,327,86,0,1,27,54,6,140,0,286,45,450,135,45,0,6,1
train1_p19,1,1,1,0,1,1,0,1,1297,64,64,640,6400,158,128,0,116,0,0,4,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
train1_p19,1,1,1,1,1,1,0,1,1379,64,64,640,6400,158,128,0,116,0,0,4,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
train1_p19,1,1,2,0,1,1,0,1,1066,50,50,500,5000,220,100,99,91,0,0,4,343,0,0,1,21,21,6,111,0,150,50,500,150,50,0,6,1
train1_p19,1,1,2,0,1,1,1,0,1002,59,46,409,4090,235,118,96,80,0,9,3,328,0,0,1,21,21,6,113,0,144,46,460,138,46,0,6,1
train1_p19,1,1,2,0,1,1,1,1,992,59,46,409,4090,217,100,96,80,9,0,4,328,0,0,1,21,21,6,113,0,134,46,460,138,46,0,6,1
train1_p19,1,1,2,1,1,1,0,1,1313,50,50,500,5000,220,100,99,91,0,0,4,343,86,0,1,30,57,6,130,0,333,50,500,150,50,0,6,1
train1_p19,1,1,2,1,1,1,1,0,1243,59,46,409,4090,235,118,96,80,0,9,3,328,73,2,1,30,57,6,141,0,310,46,460,138,46,0,8,1
train1_p19,1,1,2,1,1,1,1,1,1232,59,46,409,4090,217,100,96,80,9,0,4,328,68,5,1,30,57,6,149,0,288,46,460,138,46,0,11,1
train1_p19,1,1,3,0,1,1,0,1,1066,50,50,500,5000,218,100,97,89,0,0,4,343,0,0,1,21,21,6,111,0,150,50,500,150,50,0,6,1
train1_p19,1,1,3,0,1,1,1,1,993,59,46,409,4090,215,100,94,77,9,0,4,325,0,0,1,21,21,6,114,0,134,46,460,138,46,0,6,1
train1_p19,1,1,3,1,1,1,0,1,1271,50,50,500,5000,218,100,97,89,0,0,4,343,79,1,1,27,54,6,126,0,300,50,500,150,50,0,7,1
train1_p19,1,1,3,1,1,1,1,1,1232,59,46,409,4090,215,100,94,77,9,0,4,325,73,3,1,27,54,6,149,0,296,46,460,138,46,0,9,1
train1_p20,1,1,1,0,1,1,0,1,1297,64,64,640,6400,158,128,0,116,0,0,4,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
train1_p20,1,1,1,1,1,1,0,1,1379,64,64,640,6400,158,128,0,116,0,0,4,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
train1_p20,1,1,2,0,1,1,0,1,1106,52,52,520,5200,240,104,115,105,0,0,4,338,0,0,1,21,21,6,115,0,156,52,520,156,52,0,6,1
train1_p20,1,1,2,0,1,1,1,0,982,58,45,407,4070,249,116,112,94,0,6,3,318,0,0,1,21,21,6,111,0,141,45,450,135,45,0,6,1
train1_p20,1,1,2,0,1,1,1,1,974,58,45,407,4070,237,104,112,94,6,0,4,318,0,0,1,21,21,6,111,0,133,45,450,135,45,0,6,1
train1_p20,1,1,2,1,1,1,0,1,1358,52,52,520,5200,240,104,115,105,0,0,4,338,74,3,1,30,57,6,135,0,340,52,520,156,52,0,9,1
train1_p20,1,1,2,1,1,1,1,0,1243,58,45,407,4070,249,116,112,94,0,6,3,318,91,0,1,30,57,6,151,0,317,45,450,135,45,0,6,1
train1_p20,1,1,2,1,1,1,1,1,1232,58,45,407,4070,237,104,112,94,6,0,4,318,87,6,1,30,57,6,153,0,298,45,450,135,45,0,12,1
train1_p20,1,1,3,0,1,1,0,1,1106,52,52,520,5200,236,104,111,101,0,0,4,338,0,0,1,21,21,6,115,0,156,52,520,156,52,0,6,1
train1_p20,1,1,3,0,1,1,1,1,974,58,45,407,4070,233,104,108,90,6,0,4,318,0,0,1,21,21,6,111,0,133,45,450,135,45,0,6,1
train1_p20,1,1,3,1,1,1,0,1,1329,52,52,520,5200,236,104,111,101,0,0,4,338,58,0,1,27,54,6,129,0,326,52,520,156,52,0,6,1
train1_p20,1,1,3,1,1,1,1,1,1214,58,45,407,4070,233,104,108,90,6,0,4,318,71,5,1,27,54,6,149,0,291,45,450,135,45,0,11,1
train1_p21,1,1,1,0,1,1,0,1,1297,64,64,640,6400,158,128,0,116,0,0,4,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
train1_p21,1,1,1,1,1,1,0,1,1379,64,64,640,6400,158,128,0,116,0,0,4,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
train1_p21,1,1,2,0,1,1,0,1,1269,60,60,600,6000,292,120,151,140,0,0,4,382,0,0,1,21,21,6,134,0,180,60,600,180,60,0,6,1
train1_p21,1,1,2,0,1,1,1,0,1130,75,52,456,4560,318,150,147,117,0,15,4,343,0,0,1,21,21,6,129,0,166,52,520,156,52,0,6,1
train1_p21,1,1,2,0,1,1,1,1,1112,75,52,456,4560,290,122,147,117,14,1,4,343,0,0,1,21,21,6,129,0,148,52,520,156,52,0,6,1
train1_p21,1,1,2,1,1,1,0,1,1549,60,60,600,6000,292,120,151,140,0,0,4,382,106,2,1,30,57,6,159,0,388,60,600,180,60,0,8,1
train1_p21,1,1,2,1,1,1,1,0,1449,75,52,456,4560,318,150,147,117,0,15,4,343,111,1,1,30,57,6,187,0,381,52,520,156,52,0,7,1
train1_p21,1,1,2,1,1,1,1,1,1372,75,52,456,4560,290,122,147,117,14,1,4,343,102,2,1,30,57,6,181,0,309,52,520,156,52,0,8,1
train1_p21,1,1,3,0,1,1,0,1,1271,60,60,600,6000,294,120,153,140,0,0,4,379,0,0,1,21,21,6,136,0,180,60,600,180,60,0,6,1
train1_p21,1,1,3,0,1,1,1,1,1112,75,52,455,4550,292,122,149,117,14,1,4,340,0,0,1,21,21,6,129,0,148,52,520,156,52,0,6,1
train1_p21,1,1,3,1,1,1,0,1,1557,60,60,600,6000,294,120,153,140,0,0,4,379,105,5,1,27,54,6,172,0,386,60,600,180,60,0,11,1
train1_p21,1,1,3,1,1,1,1,1,1379,75,52,455,4550,292,122,149,117,14,1,4,340,104,6,1,27,54,6,172,0,327,52,520,156,52,0,12,1
train1_p22,1,1,1,0,1,1,0,1,1297,64,64,640,6400,158,128,0,116,0,0,4,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
train1_p22,1,1,1,1,1,1,0,1,1379,64,64,640,6400,158,128,0,116,0,0,4,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
train1_p22,1,1,2,0,1,1,0,1,1026,48,48,480,4800,213,96,96,88,0,0,4,344,0,0,1,21,21,6,107,0,144,48,480,144,48,0,6,1
train1_p22,1,1,2,0,1,1,1,0,981,57,45,410,4100,229,114,94,80,0,9,2,327,0,0,1,21,21,6,110,0,141,45,450,135,45,0,6,1
train1_p22,1,1,2,0,1,1,1,1,971,57,45,410,4100,211,96,94,80,9,0,4,327,0,0,1,21,21,6,110,0,131,45,450,135,45,0,6,1
train1_p22,1,1,2,1,1,1,0,1,1247,48,48,480,4800,213,96,96,88,0,0,4,344,60,4,1,30,57,6,122,0,301,48,480,144,48,0,10,1
train1_p22,1,1,2,1,1,1,1,0,1243,57,45,410,4100,229,114,94,80,0,9,2,327,79,4,1,30,57,6,151,0,313,45,450,135,45,0,10,1
train1_p22,1,1,2,1,1,1,1,1,1214,57,45,410,4100,211,96,94,80,9,0,4,327,75,2,1,30,57,6,147,0,290,45,450,135,45,0,8,1
train1_p22,1,1,3,0,1,1,0,1,1026,48,48,480,4800,208,96,91,83,0,0,4,344,0,0,1,21,21,6,107,0,144,48,480,144,48,0,6,1
train1_p22,1,1,3,0,1,1,1,1,971,57,45,410,4100,206,96,89,75,9,0,4,327,0,0,1,21,21,6,110,0,131,45,450,135,45,0,6,1
train1_p22,1,1,3,1,1,1,0,1,1239,48,48,480,4800,208,96,91,83,0,0,4,344,59,3,1,27,54,6,121,0,301,48,480,144,48,0,9,1
train1_p22,1,1,3,1,1,1,1,1,1195,57,45,410,4100,206,96,89,75,9,0,4,327,86,0,1,27,54,6,140,0,286,45,450,135,45,0,6,1
train1_p23,1,1,1,0,1,1,0,1,1297,64,64,640,6400,158,128,0,116,0,0,4,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
train1_p23,1,1,1,1,1,1,0,1,1379,64,64,640,6400,158,128,0,116,0,0,4,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
train1_p23,1,1,2,0,1,1,0,1,1007,47,47,470,4700,212,94,97,89,0,0,4,339,0,0,1,21,21,6,106,0,141,47,470,141,47,0,6,1
train1_p23,1,1,2,0,1,1,1,0,978,55,45,403,4030,227,110,96,82,0,8,2,321,0,0,1,21,21,6,109,0,139,45,450,135,45,0,6,1
train1_p23,1,1,2,0,1,1,1,1,968,55,45,403,4030,211,94,96,82,8,0,4,321,0,0,1,21,21,6,109,0,129,45,450,135,45,0,6,1
train1_p23,1,1,2,1,1,1,0,1,1231,47,47,470,4700,212,94,97,89,0,0,4,339,63,4,1,30,57,6,124,0,298,47,470,141,47,0,10,1
train1_p23,1,1,2,1,1,1,1,0,1231,55,45,403,4030,227,110,96,82,0,8,2,321,73,2,1,30,57,6,146,0,308,45,450,135,45,0,8,1
train1_p23,1,1,2,1,1,1,1,1,1195,55,45,403,4030,211,94,96,82,8,0,4,321,80,0,1,30,57,6,142,0,278,45,450,135,45,0,6,1
train1_p23,1,1,3,0,1,1,0,1,1007,47,47,470,4700,209,94,94,86,0,0,4,339,0,0,1,21,21,6,106,0,141,47,470,141,47,0,6,1
train1_p23,1,1,3,0,1,1,1,1,968,55,45,403,4030,208,94,93,79,8,0,4,321,0,0,1,21,21,6,109,0,129,45,450,135,45,0,6,1
train1_p23,1,1,3,1,1,1,0,1,1225,47,47,470,4700,209,94,94,86,0,0,4,339,62,5,1,27,54,6,123,0,298,47,470,141,47,0,11,1
train1_p23,1,1,3,1,1,1,1,1,1195,55,45,403,4030,208,94,93,79,8,0,4,321,88,5,1,27,54,6,136,0,285,45,450,135,45,0,11,1
train1_p24,1,1,1,0,1,1,0,1,1297,64,64,640,6400,158,128,0,116,0,0,4,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
train1_p24,1,1,1,1,1,1,0,1,1379,64,64,640,6400,158,128,0,116,0,0,4,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
train1_p24,1,1,2,0,1,1,0,1,1046,49,49,490,4900,220,98,101,93,0,0,4,344,0,0,1,21,21,6,109,0,147,49,490,147,49,0,6,1
train1_p24,1,1,2,0,1,1,1,0,983,60,45,408,4080,238,120,97,77,0,11,3,314,0,0,1,21,21,6,112,0,141,45,450,135,45,0,6,1
train1_p24,1,1,2,0,1,1,1,1,971,60,45,408,4080,216,98,97,77,11,0,4,314,0,0,1,21,21,6,112,0,129,45,450,135,45,0,6,1
train1_p24,1,1,2,1,1,1,0,1,1284,49,49,490,4900,220,98,101,93,0,0,4,344,70,1,1,30,57,6,128,0,320,49,490,147,49,0,7,1
train1_p24,1,1,2,1,1,1,1,0,1258,60,45,408,4080,238,120,97,77,0,11,3,314,82,2,1,30,57,6,168,0,313,45,450,135,45,0,8,1
train1_p24,1,1,2,1,1,1,1,1,1214,60,45,408,4080,216,98,97,77,11,0,4,314,74,5,1,30,57,6,156,0,278,45,450,135,45,0,11,1
train1_p24,1,1,3,0,1,1,0,1,1046,49,49,490,4900,217,98,98,90,0,0,4,344,0,0,1,21,21,6,109,0,147,49,490,147,49,0,6,1
train1_p24,1,1,3,0,1,1,1,1,971,60,45,408,4080,213,98,94,74,11,0,4,314,0,0,1,21,21,6,112,0,129,45,450,135,45,0,6,1
train1_p24,1,1,3,1,1,1,0,1,1284,49,49,490,4900,217,98,98,90,0,0,4,344,62,4,1,27,54,6,123,0,328,49,490,147,49,0,10,1
train1_p24,1,1,3,1,1,1,1,1,1199,60,45,408,4080,213,98,94,74,11,0,4,314,71,0,1,27,54,6,151,0,279,45,450,135,45,0,6,1
