W0283	RAFT	ECCV 2020	SNN、神经元与事件光流	1	全对相关金字塔 + 权共享循环更新算子——稠密光流迭代精修强底座（借入≠X；E-RAFT/SEA-RAFT/EDCFlow 下游簇）。
W0290	MEET	CVPR 2025	SNN、神经元与事件光流	0	完整共同内存预算下模型搜索和状态/误差训练未试。
W0298	Ayaka	JSSC 2024	电路与芯片	0	估计器与异构数据流共同移植；若换注意力需训练与AEE。
W0305	CogniVision	VLSI 2024 || Symp. on 	电路与芯片 || circuit	0	从事件或上一帧产生先验、真实预测器成本、tile边界和AEE。 || -
W0314	DNPU	ISSCC 2017	电路与芯片	0	未迁移。
W0321	X-Former	TVLSI 2023，31(8):1223–	电路与芯片	0	数字双域数据流可另评价；完整AIMC架构未做。
W0328	Dong 7nm SRAM CIM	ISSCC 2020	电路与芯片	0	未迁移。
W0335	Ultra-Flow	FPL 2022	snn_flow	1	无全文不可继承
W0342	ESSA	IEEE TVLSI 2022	snn_flow	1	无全文不可继承
W0349	FlashAttention	NeurIPS 2022	attention	0	-
W0356	Avalanche	ASPLOS 2025	sparsity	0	训练掩码约束广播组生存期；乐观上界先于训练
W0363	row2of4_N_M	methodology 2021	sparsity	0	-
W0370	Park_TCAS-I_TD_SNN_CIM	IEEE TCAS-I	circuit	1	无全文不可继承
W0377	C-Transformer_ISSCC24	ISSCC 2024	attention	1	无全文不可继承
W0384	C1_Prosperity_fusion_G2G4	local_experiment 2026	sparsity	0	改变共同构造后再测
W0391	class_vs_packed_time_path	local_experiment 2026	snn_flow	0	F_live>1同资源搜索
W0398	Flextron_nested_width	待核	sparsity	0	-
W0460	Neural Ganglion Sensors: Learning Task-specif	arXiv 2025	arXiv增量|all:spiking AND all:op	1	可学习视网膜神经节式事件传感（空间核+阈值）+可微分箱反传——任务专用事件前端与传感–任务共训对照（借入≠X）。
W0467	Chasing Day and Night: Towards Robust and Eff	arXiv 2023	arXiv增量|all:spiking AND all:op	1	轻量SNN事件编码 + Event Temporal Attention保边+时序 + Symmetric RGB-Event Fusion（不偏置单模态）——全天多模态对称融合与事件时序注意对照（借入≠X）。
W0474	Current-Limiting Control for Fault Ride-Throu	arXiv 2026	arXiv增量|all:spiking AND all:tr	1	数据中心SST/LLC故障穿越：检测→关断泄放→频率跃升∥占空比闭环限流→斜坡恢复——相对硬关断/加硬件限流器的电力电子控制旁路对照（借入≠X；离主岛）。
W0481	Solar Radio Burst Fine Structures	arXiv 2026	arXiv增量|all:spiking AND all:tr	0	Solar radio bursts exhibit intricate variability in time, space, and frequency, often displaying a rich variety of fine frequency-time structures such
W0488	PSViT: A Methodology for Structurally Pruning	arXiv 2026	arXiv增量|all:spiking AND all:tr	1	SViT单次结构化剪枝：层敏度剖析 + 均匀通道剪大层 + 细粒度弱敏块加码——可映射脉动/常规阵列的压缩与非结构化彩票对照（借入≠X）。
W0495	Elastic Spiking Transformers for Efficient Ge	arXiv 2026	arXiv增量|all:spiking AND all:tr	1	弹性尖峰Transformer：Matryoshka嵌套宽度/头数/通道 + 行式QK→LIF→V两级映射免BMM——运行时无重训缩放与神经形态原生注意力对照（借入≠X）。
W0502	Timely and Painless Breakups: Off-the-grid Bl	arXiv 2024	arXiv增量|all:product AND all:sp	0	In the near future, the Internet of Things will interconnect billions of devices, forming a vast network where users sporadically transmit short messa
W0509	Detection limits in the high-dimensional spik	arXiv 2018	arXiv增量|all:product AND all:sp	0	We study the problem of detecting the presence of a single unknown spike in a rectangular data matrix, in a high-dimensional regime where the spike ha
W0516	Flexagon: A Multi-Dataflow Sparse-Sparse Matr	arXiv 2023	arXiv增量|all:Gustavson AND all:	1	一芯多数据流 SpMSpM（IP/OP/Gust）+ PSRAM 多 k 并行部分和——稀疏–稀疏供数与归约合并对照（借入≠X）。
W0523	Autonomous Navigation at the Nano-Scale: Algo	arXiv 2026	arXiv增量|all:event-based AND al	0	Autonomous navigation for nano-scale unmanned aerial vehicles (nano-UAVs) is governed by extreme Size, Weight, and Power (SWaP) constraints (with the 
W0530	EV-LayerSegNet: Self-supervised Motion Segmen	arXiv 2025	arXiv增量|all:event-based AND al	0	Event cameras are novel bio-inspired sensors that capture motion dynamics with much higher temporal resolution than traditional cameras, since pixels 
W0537	DFSC: Error-Controlled Differentiable Mittag-	arXiv 2026	arXiv增量|all:conditional AND al	0	Fractional scientific machine learning requires numerical operators that can be differentiated, batched, accelerated, and composed with neural network
W0544	Bridging Efficiency and Safety: Formal Verifi	arXiv 2025	arXiv增量|all:conditional AND al	0	Ensuring the safety and efficiency of AI systems is a central goal of modern research. Formal verification provides guarantees of neural network robus
W0551	Understanding the Effects of Permanent Faults	arXiv 2023	arXiv增量|all:conditional AND al	0	Graphics Processing Units (GPUs) are over-stressed to accelerate High-Performance Computing applications and are used to accelerate Deep Neural Networ
W0558	Dynamic Group Convolution for Accelerating Co	arXiv 2020	arXiv增量|all:conditional AND al	0	Replacing normal convolutions with group convolutions can significantly increase the computational efficiency of modern deep convolutional networks, w
W0565	FluxBin: Flexible LUT-based Ultra-low-bit LLM	arXiv 2026	arXiv增量|all:sparse AND all:acc	0	While binary quantization theoretically promises extreme compression and acceleration for Large Language Models (LLMs), existing research often overlo
W0572	SANA-Video 2.0: Hybrid Linear Attention with 	arXiv 2026	arXiv增量|all:sparse AND all:acc	0	We introduce SANA-Video 2.0, a hybrid video diffusion transformer instantiated at 5B and 14B scales under a unified architecture. Designed to generate
W0579	A sparse spectral method on a class of domain	arXiv 2026	arXiv增量|all:sparse AND all:acc	0	We develop a sparse spectral method for solving partial differential equations on a class of two-dimensional geometries bounded by algebraic curves. T
W0586	Convex Networks Remain Hard to Certify: Dimen	arXiv 2026	arXiv增量|all:lifting AND all:sc	0	Input-convex neural networks permit globally tractable minimization over their inputs, so one might expect their global regularity to be tractable in 
W0593	Learning Monge maps with constrained drifting	arXiv 2026	arXiv增量|all:lifting AND all:sc	0	We study the estimation of optimal transport (OT) maps between an arbitrary source probability measure and a log-concave target probability measure. O
W0600	Biorthogonal Tunable Wavelet Unit with Liftin	arXiv 2025	arXiv增量|all:lifting AND all:sc	0	This work introduces a novel biorthogonal tunable wavelet unit constructed using a lifting scheme that relaxes both the orthogonality and equal filter
W0607	Finite-difference least square methods for so	arXiv 2024	arXiv增量|all:lifting AND all:sc	0	We present a simple algorithm to approximate the viscosity solution of Hamilton-Jacobi (HJ) equations by means of an artificial deep neural network. T
W0614	The SpiNNaker2 chip: a many-core platform for	arXiv 2026	arXiv增量|cat:cs.AR AND all:spik	1	可扩展脑启发众核：软件定义PE + 片上MLA/数值加速 + 六角组播事件路由 + PE级DVFS/Auto-PL + OctopuScheduler层调度——相对固定突触-神经元ASIC与无DVFS平台的灵活/自适应对照（借入≠X）。
W0621	SupraSNN: Exploiting Synapse-Level Parallelis	arXiv 2026	arXiv增量|cat:cs.AR AND all:spik	1	突触级并行SNN加速：多SPU + 路由位串导引MC树组播 + ME树同步归约部分和 + 中心膜态单元——稀疏连接下平衡并行与归约对照（借入≠X）。
W0628	Spiking Neural Networks for Energy-Efficient 	arXiv 2026	arXiv增量|cat:cs.CV AND all:spik	0	Autonomous underwater vehicles (AUVs) are increasingly important tools in industries ranging from research, to energy, to defense. AUVs are power-cons
W0635	GAVINA: flexible aggressive undervolting for 	arXiv 2025	arXiv增量|all:bit-serial AND all	0	Voltage overscaling, or undervolting, is an enticing approximate technique in the context of energy-efficient Deep Neural Network (DNN) acceleration, 
W0642	IMAGINE: An 8-to-1b 22nm FD-SOI Compute-In-Me	arXiv 2024	arXiv增量|all:bit-serial AND all	0	Charge-domain compute-in-memory (CIM) SRAMs have recently become an enticing compromise between computing efficiency and accuracy to process sub-8b co
W0649	Accelerating Neural Network Inference with Pr	arXiv 2022	arXiv增量|all:bit-serial AND all	0	Neural networks (NNs) are growing in importance and complexity. A neural network's performance (and energy efficiency) can be bound either by computat
W0656	Accelerating Unified Multimodal Models with C	arXiv 2026	arXiv增量|all:structured AND all	0	Unified multimodal models jointly support understanding and generation, but incur substantial redundant computation across tokens, layers, and generat
W0663	MoE Proxy Models for Low-Cost Failure Reprodu	arXiv 2026	arXiv增量|all:structured AND all	0	Reinforcement learning (RL) post-training of large language models (LLMs) is computationally intensive and involves complex system pipelines with subs
W0670	SPARE-GS: Structural Parsimony and Resource E	arXiv 2026	arXiv增量|all:structured AND all	0	3D Gaussian Splatting (3DGS) achieves high-fidelity novel view synthesis in real-time; however its training efficiency and representation compactness 
W0677	Spectral Evolution-Guided Token Pruning in Mu	arXiv 2026	arXiv增量|all:structured AND all	0	Reducing visual token redundancy is critical for accelerating Multimodal Large Language Models (MLLMs) without degrading cross-modal reasoning perform
W0684	CREW	原记录未核正式会议 2021	稀疏架构与C1/C2	0	先核全文机制与合法共享对象，再与UCNN/Phi/TA完整对照。
W0691	3DFlow / 3DFlashAttention	DATE2026（旧表称；待核） 2026	稀疏架构与C1/C2	0	全文结构与H67窗口差异，不能继承视频生成的量化/性能数字。
W0698	GANAX	ISCA 2018	稀疏架构与C1/C2	0	其他通道宽度/核映射下完整output-group和供数；不能把新shape未测收益外推当前冻结解码。
W0705	Parallel Training in Spiking Neural Networks	arXiv2026，作者页标注Neural 		0	未训、未硬件迁移。当前学生是非因果T10，并非其因果迭代；不能把它的长序列训练加速套到本残差执行。保留为动力学替换方向，不因这一接口差异判死。
W0712	TCJA-SNN	TNNLS 2024；作者代码公开		0	
W0721	Spiker+	TETC 2024		0	
W0729	SparseTrim	CICC 2025		0	尚未尝试： 压缩表示、是否近似、解码吞吐、bank 和元数据整链。须与原始紧凑存储、bitmap/NRV、2:4 一起收费；“模型压缩”不能直接算周期。
W0736	AI Processor with Sparsity-adaptive Real-time	CICC 2023		0	| **AI Processor with Sparsity-adaptive Real-time Dynamic Frequency Modulation for Convolutional Neural Networks and Transformers**，2023 | 官方节目 20-1，题
W0743	DNC near-memory	ESSCIRC 2022		1	八个本地存储 tile、每 tile 八 MAC；重配累加方向处理 similarity 与转置 recall 的映射冲突；同 PE 做多精度 MAC/逐元素乘法/加减。零输入译码同时免取权与 MAC；读写 head 另有阈值剪枝后总线压缩。
W0750	FSNAP	VLSI Symposium 2024		0	时间窗自适应直接相关，但本轮只核身份；不把二手摘要当完整机制，不和 JSSC 扩展重复计数。
W0757	SPIDER	ICDE 2007	Inclusion dependencies / colum	1	排序后的同值属性形成集合，单遍并行保留或删除所有包含候选。
W0764	ZipServ: Fast and Memory-Efficient LLM Infere	ASPLOS 2026	September12 bounded literature	0	Original BF16 TCA-TBE tile hierarchy, 128-bit padding, offsets, fused CUDA ZipGEMM and serving not ported. Local FP32 mode retains 24 sign/mantissa bi
W0771	OFQ-LLM: Outlier-Flexing Quantization for Eff	TCAS-I 2025	September12 bounded literature	0	Original method and code not accessed; third-party abstracts not used for mechanism claims.
