W0150	Control Variate extension	arXiv 2024	剪枝、条件执行与编译	1	高近似乘法 + 控制变量纠偏（压均值/方差）——作 F2/F4「有损算子 + 轻量证书/校正」的算法底座（借入≠X）。
W0157	LUT-GEMM	ICLR 2024	剪枝、条件执行与编译	0	原量化格式、查表 kernel、编译与分块；本地 θW 表、完整 PSN 和真实物理请求的同学生对照
W0166	JPEG-domain ResNet	ICCV 2019	剪枝、条件执行与编译	0	原完整变换域网络/BN；保动态 BN2 时字典训练、稀疏类更新与完整等待状态
W0174	Xpikeformer	IEEE TVLSI 2025	SNN、神经元与事件光流	1	脉冲注意力用随机比特流逻辑乘（SSA）+ 混合模拟存内/数字——作「注意力算子降算术强度」与混合数据通路对照底座（借入≠X）。
W0181	Spikingformer	AAAI 2026	SNN、神经元与事件光流	0	完整替换和光流任务训练未试。
W0188	SLIACF	arXiv 2026	SNN、神经元与事件光流	1	注意力无关局部通路+通道自适应互补融合：DW/PW邻域交换补稀疏离散QK关系，γ标定SSA vs SLI——F1删暴露关系字保表达 / F7互补融合对照底座（借入≠X）。
W0195	EDCFlow	CVPR 2025	SNN、神经元与事件光流	1	高分辨时密特征差与低分辨相关互补运动编码，降二次搜索保中间运动——同任务事件光流算法底座（借入≠X）。
W0202	EvGNN	IEEE TCASAI 2024 || IE	SNN、神经元与事件光流 || event	1	事件驱动GNN：新事件只更新有向局部子图（不存全边）+棱柱邻域搜索引擎+层并行——边侧微秒级事件图更新与内存足迹对照（借入≠X）。
W0209	HOMI	arXiv 2025	SNN、神经元与事件光流	1	EVT原生解码→可切换事件/时间表示→RAMAN稀疏CNN加速的端到端EdgeAI管线——系统级供数/表示/稀疏执行分母（借入≠X）。
W0216	TrueNorth spiking optical flow	IEEE TBioCAS 2018	SNN、神经元与事件光流	1	事件驱动方向敏感（DS）尖峰单元+邻像素时差→速度——早期「时序相关/延时抑制」运动前端与低功耗神经形态部署对照（借入≠X）。
W0223	α-XNOR SSA	CVPR 2025	SNN、神经元与事件光流	0	完整原相似度训练和本地同任务电路比较未试。
W0230	Ternary Spike	AAAI 2024	SNN、神经元与事件光流	0	本任务训练和完整幅值消费未试。
W0237	Event-based Vision Survey	IEEE TPAMI 2022	SNN、神经元与事件光流	0	综述指向原论文中的多数机制未在本网络迁移。
W0244	EDFLOW	IEEE TCSVT 2022	SNN、神经元与事件光流	0	完整前端/匹配/调度在本任务的迁移未试。
W0251	Cha DVS/CIS NPU trigger	ISCAS 2025	SNN、神经元与事件光流	1	无全文不可继承
W0258	TFSRAM	IEEE Transactions on C	SNN、神经元与事件光流 || circuit	1	无全文不可继承
W0265	Liu optical-flow FPGA TCAS-I 2025	IEEE Transactions on C	SNN、神经元与事件光流	1	无全文不可继承
W0284	GMFlow	CVPR 2022	SNN、神经元与事件光流	1	显式全局匹配（softmax 对应）+ Transformer 特征增强——大位移光流一次匹配强对照（借入≠X）。
W0291	RAFT-Lite FPGA	Chinese Automation Con	SNN、神经元与事件光流	0	准确原题名/方法全文及完整迁移未做。
W0299	Tu Bitline-Transpose CIM Transformer	ISSCC 2022	电路与芯片	1	无全文不可继承
W0306	Alpha-Vision	ISSCC 2026（旧表身份；本轮正文访问	电路与芯片 || circuit	0	原文控制流程和功耗边界尚待补全，本网未尝试。 || -
W0315	AI-ISP	TCSVT 2025（2024 early 	电路与芯片	0	完整patch/decoder的tile边界、halo、消费时序。
W0322	ReTransformer	ICCAD 2020	电路与芯片	0	仅可借静态/动态数据分离；未移植。
W0329	Ryman Cross-Correlator	JSSC 2014，49(11)	电路与芯片	0	完整阵列、带宽/归约/状态代价未移植；仅用来检查二值Gram新颖性。
W0336	plane_fit_OF_FPGA	ISCAS 2018	event	0	-
W0343	Xpikeformer	IEEE (journal 待核) 2024	attention	1	无全文不可继承
W0350	ViTCoD	待核	attention	0	venue核实
W0357	SparseInfer	arXiv 2024	sparsity	0	同检查点独立预测 vs 请求并集损失双轴；完整AEE
W0364	hidden50_channel_prune	methodology 2026	sparsity	0	-
W0371	X-Former_CIM	待核	circuit	0	-
W0378	QNAP_ISSCC21	ISSCC 2021	sparsity	0	-
W0385	C2_static_common_mode_share	local_experiment 2026	circuit	0	完整源打包/LoAS/BN2域
W0392	support_set_proj_share_T10_bound	local_experiment 2026	circuit	0	-
W0454	Aquatic Neuromorphic Optical Flow	arXiv 2026	arXiv增量|all:spiking AND all:op	1	水下事件光流：对比最大化 + 平移⊕各向同性微折射缩放ϕ + 尖峰FireNet变体——流体场景自监督光流与陆地线性翘曲对照（借入≠X）。
W0461	UCF-Crime-DVS: A Novel Event-Based Dataset fo	arXiv 2025	arXiv增量|all:spiking AND all:op	1	事件异常检测数据集 + 多尺度尖峰融合（局部膨胀时域+SpikingGCN全局）——事件时序表示与弱监督旁证（借入≠X）。
W0468	Unsupervised Optical Flow Estimation with Dyn	arXiv 2023	arXiv增量|all:spiking AND all:op	1	尖峰相机流上的动态时序表示（像素共享多膨胀时域卷积+层注意力融合）+无监督光流——时间窗自适应打包与输入表示对照（借入≠X）。
W0475	Event-triggered Implicit Perturbation for Zer	arXiv 2026	arXiv增量|all:spiking AND all:tr	1	IMC上ZO微调：扰动和与加权和在输出域合并（保权驻留、消扰动RMW）+ 尖峰稀疏行缩减PGU + PGU-XOR(商/余LFSR异或)抑相关 + 争用有界串行累加——相对显式改权EPZO与直接复用相关扰动的片上学习对照（借入≠X）。
W0482	End-to-End Radar and Communication Modulation	arXiv 2026	arXiv增量|all:spiking AND all:tr	0	Although deep learning-based methods can achieve high accuracy in automatic modulation recognition (AMR) tasks, their high computational cost makes it
W0489	SpikingMoE: SDPrompt-Guided Dynamic Expert Fu	arXiv 2026	arXiv增量|all:spiking AND all:tr	0	Spiking Neural Networks (SNNs) provide an energy-efficient paradigm for visual recognition. We present SpikingMoE, which integrates a spike-driven Tra
W0496	Phase-Stable Self-Modulation for GHz Continuo	arXiv 2026	arXiv增量|all:spiking AND all:tr	0	High-brightness femtosecond-to-attosecond pulses are indispensable for probing electron dynamics on their fundamental temporal scales. X-ray free-elec
W0503	Equation Discovery with Bayesian Spike-and-Sl	arXiv 2023	arXiv增量|all:product AND all:sp	0	Discovering governing equations from data is important to many scientific and engineering applications. Despite promising successes, existing methods 
W0510	At-the-Roofline Sparse Tensor Contractions on	arXiv 2026	arXiv增量|all:Gustavson AND all:	1	向量机稀疏张量收缩：Gustavson激活触发∥权元数据索引累加 + Ventaglio多通道扩展态存储器 + 融合索引MAC/地址自增ISA——相对软件解码+L1索引访存的屋顶线对照（借入≠X）。
W0517	GROW: A Row-Stationary Sparse-Dense GEMM Acce	arXiv 2022	arXiv增量|all:Gustavson AND all:	1	行驻留 + 高复用行缓存 + runahead 重叠缺失——有限 RF/带宽下稀疏–稠密供数与延迟隐藏对照（借入≠X）。
W0524	Learning Efficient Meshflow and Optical Flow 	arXiv 2025	arXiv增量|all:event-based AND al	0	In this paper, we explore the problem of event-based meshflow estimation, a novel task that involves predicting a spatially smooth sparse motion field
W0531	eStonefish-Scenes: A Sim-to-Real Validated an	arXiv 2025	arXiv增量|all:event-based AND al	0	Event-based cameras (EBCs) are poised to transform underwater robotics, yet the absence of labelled event-based datasets for underwater environments s
W0538	Provably Lossless Acceleration of DNN Mutatio	arXiv 2026	arXiv增量|all:conditional AND al	0	Mutation analysis has recently reemerged in the context of deep neural networks (DNNs) as a promising, but notoriously costly, approach for assessing 
W0545	AFarePart: Accuracy-aware Fault-resilient Par	arXiv 2025	arXiv增量|all:conditional AND al	0	Deep Neural Networks (DNNs) are increasingly deployed across distributed and resource-constrained platforms, such as System-on-Chip (SoC) accelerators
W0552	Marsellus: A Heterogeneous RISC-V AI-IoT End-	arXiv 2023	arXiv增量|all:conditional AND al	0	Emerging Artificial Intelligence-enabled Internet-of-Things (AI-IoT) System-on-a-Chip (SoC) for augmented reality, personalized healthcare, and nano-r
W0559	Improving Dependability of Neuromorphic Compu	arXiv 2020	arXiv增量|all:conditional AND al	0	As process technology continues to scale aggressively, circuit aging in a neuromorphic hardware due to negative bias temperature instability (NBTI) an
W0566	AudioTQ: A Data-Oblivious 6-Bit CPU Audio Cod	arXiv 2026	arXiv增量|all:sparse AND all:acc	0	Lossy audio compression algorithms traditionally rely on psychoacoustic modeling and frequency-domain representations (e.g., MP3, AAC, and Opus) to di
W0573	Adaptive Depth Sparse Framework: Similarity-D	arXiv 2026	arXiv增量|all:sparse AND all:acc	0	Large language models (LLMs) achieve strong generation and reasoning performance, but the Transformer architecture incurs high inference cost. Existin
W0580	ScalingAttention: Discovering Intrinsic Spars	arXiv 2026	arXiv增量|all:sparse AND all:acc	0	While Diffusion Transformers (DiTs) have revolutionized high-fidelity video generation, their reliance on 3D full attention creates a quadratic comput
W0587	Tube MPC for Bilinear Koopman Models using Ro	arXiv 2026	arXiv增量|all:lifting AND all:sc	0	This paper presents a robust tube model predictive control (MPC) framework for nonlinear systems represented by bilinear Koopman models identified fro
W0594	Structure-Aware Epistemic Uncertainty Quantif	arXiv 2026	arXiv增量|all:lifting AND all:sc	0	Neural operators (NOs) provide fast, resolution-invariant surrogates for mapping input fields to PDE solution fields, but their predictions can exhibi
W0601	A Mesh-Adaptive Hypergraph Neural Network for	arXiv 2025	arXiv增量|all:lifting AND all:sc	0	Graph neural networks, recently introduced into the field of fluid flow surrogate modeling, have been successfully applied to model the temporal evolu
W0608	Lift Your Molecules: Molecular Graph Generati	arXiv 2024	arXiv增量|all:lifting AND all:sc	0	We introduce a new framework for molecular graph generation with 3D molecular generative models. Our Synthetic Coordinate Embedding (SyCo) framework m
W0615	The Sparsity Tax: Weight Sparsity Trade-offs 	arXiv 2026	arXiv增量|cat:cs.AR AND all:spik	1	事件驱动核稀疏税：锁步SIMD vs 位图门控Sparse-SIMD vs 每PE-AGU的SIMT+RLC——在中等稀疏下量化元数据/分歧成本与跳零收益对照（借入≠X）。
W0622	UniSpike: Accelerating Spiking Neural Network	arXiv 2026	arXiv增量|cat:cs.AR AND all:spik	0	Many-core neuromorphic systems accelerate Spiking Neural Networks (SNNs), yet their packet-based spike communication can spend substantial traffic and
W0629	SU-YOLO: Spiking Neural Network for Efficient	arXiv 2025	arXiv增量|cat:cs.CV AND all:spik	0	Underwater object detection is critical for oceanic research and industrial safety inspections. However, the complex optical environment and the limit
W0636	Platinum: Path-Adaptable LUT-Based Accelerato	arXiv 2025	arXiv增量|all:bit-serial AND all	1	离线生成可切换构造路径、在线按path做shortcut LUT；ternary专用LUT省并项——低比特LUT加速与Prosperity动态调度对照（借入≠X）。
W0643	BF-IMNA: A Bit Fluid In-Memory Neural Archite	arXiv 2024	arXiv增量|all:bit-serial AND all	0	Mixed-precision quantization works Neural Networks (NNs) are gaining traction for their efficient realization on the hardware leading to higher throug
W0650	Bit-serial Weight Pools: Compression and Arbi	arXiv 2022	arXiv增量|all:bit-serial AND all	0	Applications of neural networks on edge systems have proliferated in recent years but the ever-increasing model size makes neural networks not able to
W0657	Reservoir of Importance: Learning Semi-Struct	arXiv 2026	arXiv增量|all:structured AND all	0	Semi-structured $N$:$M$ sparsity has emerged as a practical direction for accelerating large language models (LLMs). However, existing learnable-mask 
W0664	Local Epistemic Uncertainty Guided Active Sam	arXiv 2026	arXiv增量|all:structured AND all	0	Diffusion models have demonstrated remarkable effectiveness in image restoration tasks. However, when guiding image reconstruction, existing Diffusion
W0671	Constraint-Driven Model Optimization: An Indu	arXiv 2026	arXiv增量|all:structured AND all	0	The rapid deployment of machine learning systems across cloud, edge, and enterprise environments has brought model optimization to the forefront of sy
W0678	SeaCache	MICRO 2025	稀疏架构与C1/C2	0	完整短fiber合装、长fiber拆分、ID/gLFU/virtual-tag及预取元数据端口；先与直接双缓冲比较。
W0685	FEATHER	ISCA 2024 || 2024	稀疏架构与C1/C2	0	完整网络/阵列/重排开销，和普通交错布局同端口比较。
W0692	Pre-gated MoE	ISCA 2024	稀疏架构与C1/C2	0	全文路由预测/准确率/预取取消；若改网络为条件专家需独立训练。
W0699	EdgeBERT	MICRO 2021	稀疏架构与C1/C2	0	完整退出头/校准/精度与剩余T10义务，不只把entropy比较器套上。
W0706	IM-SNN	ICONS2024		0	未迁入其膜量化训练。需要继续服务连续PED消费者的Q不满足免费重置后裁剪条件，须另测完整连续输出与AEE；不宣称IM-SNN本身失效。[针对性审阅](../hardware_innovation_20260908/algorithm/patch_probe/residual_consumer_pro
W0713	SpikeNM：Sparse by Rule	arXiv 2025，本轮未核实正式录用 v		0	
W0722	OpenSpike	ISCAS 2023；公开硬件与开放工具流程		0	
W0730	Pro-Cache-CIM	CICC 2025		0	未证实部分： 缓存对象、键、替换、一致性及读写代价仍需正文，不能直接把它等同父行森林，也不能凭名字说我们的机制已被做完。
W0737	A 22nm 0.43pJ/SOP Sparsity-Aware In-Memory Ne	CICC 2023		0	| **A 22nm 0.43pJ/SOP Sparsity-Aware In-Memory Neuromorphic Computing System with Hybrid Spiking and Artificial Neural Network and Configurable Topolo
W0744	SIMO SPad	IEEE Transactions on C		1	摘要明确 single-vector compressed sparse-filter 表示和 single-input multiple-output scratchpad：按稀疏权重取所需 activation，多 PE 共享 SPad。完整寻址/冲突处理正文未读，不能补想象实现。
W0751	PredLM	TCAS-II 2026		0	作者搜索索引列出题名，抓取正文未出现该条且原文未得；刊期细节待出版社确认。它可能是预测后免 W 请求的强近邻，不能凭旧 2021/2024 文献就断言覆盖充分。
W0758	Maestro low-rank LoD	ICML 2024	Ordered/nested low-rank traini	1	训练有序低秩结构，可提取不同预算的模型。
W0765	Atalanta: A Bit is Worth a “Thousand” Tensor 	ASPLOS 2024	September12 bounded literature	0	Arithmetic-coded range symbol plus raw offset, probability tables, parallel codecs and original RTL not implemented locally.
W0772	Advancing Spatiotemporal Representations in S	ICLR 2026	September12 bounded literature	0	Full training, corrected surrogate, 3-sigma initialization and folded inference not ported. Actual A_t is diagonal time/channel scaling, not a free de
