W0183	CATFormer	AAAI NeuroforAI & AIfo	SNN、神经元与事件光流	1	动态阈值 + 门控任务头路由实现无回放持续学习——算法侧「阈值/路由适应」对照，非执行稀疏主线（借入≠X）。
W0190	TDE-3	Frontiers in Neuroscie	SNN、神经元与事件光流 || snn_flow	1	生物启发相关运动检测先验（方向选择+可训速度编码）——光流/运动旁路对照；ISI 训更省脉冲的观察（借入≠X）。 || 无全文不可继承
W0197	IDNet / TID 来源	ICRA 2024	SNN、神经元与事件光流	1	用事件时空轨迹直接迭代去模糊估流、避开 4D 相关体——轻量事件光流前端与低存储迭代对照（借入≠X）。
W0204	Motion-aware Event Suppression	RSS 2026	SNN、神经元与事件光流	1	任务驱动保留/抑制事件掩码 + ≤100ms运动预测前瞻过滤——输入侧活动删减对照（借入≠X）。
W0211	EFGCN	Journal of Systems Arc	SNN、神经元与事件光流	1	事件→邻域矩阵构图 + 时向有向边免k-hop重算 + PointNetConv(max) + 3D图池化——边侧事件图实时供数与片上驻留对照（借入≠X；联读EvGNN）。
W0218	S3Net	AAAI 2026	SNN、神经元与事件光流	0	完整保持支撑的 stem 训练与稠密光流输出恢复未试。
W0225	Spiking ST-former	The Visual Computer 20	SNN、神经元与事件光流	0	完整正式版方法复核、任务训练和费用未做。
W0232	EEMFlow	CVPR 2024	SNN、神经元与事件光流	1	无全文不可继承
W0239	SNNIM	ISCAS 2022	SNN、神经元与事件光流	1	无全文不可继承
W0246	Event-based time-difference encoder / Gutierr	IEEE TNNLS 2021	SNN、神经元与事件光流	0	完整神经元和在线输出接口未迁移。
W0253	NullHop	IEEE TNNLS 2019	SNN、神经元与事件光流	1	无全文不可继承
W0260	Yan RRAM spiking engine	2019 Symposium on VLSI	SNN、神经元与事件光流	0	完整适配本任务 θg、非因果 T10、实际存储/供数与生产成本尚未全部完成。
W0267	FPGA plane-fitting event optical flow	2018 IEEE Internationa	SNN、神经元与事件光流	1	无全文不可继承
W0286	FlowFormer	ECCV 2022 / CVPR 2023	SNN、神经元与事件光流	1	把全对代价体压成 cost memory 再用查询迭代取回——相关体压缩/多消费者查询对照（借入≠X）。
W0294	Samsung 6K-MAC NPU	ISSCC 2021；ISCA 2021 架	电路与芯片	0	完整动态端口分配、压缩供数与突发负载；同资源对照尚未移植。
W0301	DIANA	ISSCC 2022；JSSC 2023 |	电路与芯片 || circuit	0	只可借数字侧调度；没有完整双阵列SoC迁移。 || -
W0310	UNPU	ISSCC 2018	电路与芯片	0	位宽控制、供数、精度训练完整链。
W0317	Marsellus	ISSCC 2023	电路与芯片	0	未迁移完整系统。
W0324	Spoon et al. analog accuracy	Frontiers in Computati	电路与芯片	0	未做模拟噪声训练；当前不需要该工艺路线。
W0331	TCAS-I_2025_adaptive_OF	IEEE TCAS-I 2025	snn_flow	1	无全文不可继承
W0338	AT-LIF_Bu	NeurIPS 2025	snn_flow	0	-
W0345	ASTER	arXiv 2025	attention	0	全文
W0352	AccelTran	待核	attention	0	全文
W0359	S3Net	待核	sparsity	0	端到端稀疏stem重训
W0366	CompRRAE	arXiv 2019	circuit	0	严格MSB界+共享图按位需求门控同学生对照
W0373	Samsung_6KMAC_NPU_ISSCC21	ISSCC 2021	circuit	0	-
W0380	Eyeriss	ISCA 2016	circuit	0	-
W0387	PSN_stop_when_theta_g_determined_X	local_proposal 2026	circuit	0	完整da4ml A + 指出可省的具体位宽/扇出/RF
W0394	fixed_BN_cal32_integer_S0	local_experiment 2026	snn_flow	0	联合固定全部BN范围
W0456	Benchmarking Microsaccade Recognition with Ev	arXiv 2025	arXiv增量|all:spiking AND all:op	1	合成微眼跳事件集 + 训练期光流辅助头逼模型学运动而非事件计数——微眼跳事件基准与运动正则对照（借入≠X）。
W0463	eCARLA-scenes: A synthetically generated data	arXiv 2024	arXiv增量|all:spiking AND all:op	1	CARLA驾驶向合成事件光流数据集 + 场景回放改传感器流水 + eWiz——事件光流数据合同与仿真供数对照（借入≠X）。
W0470	Training a spiking neural network on an event	arXiv 2023	arXiv增量|all:spiking AND all:op	0	Imaging flow cytometry systems aim to analyze a huge number of cells or micro-particles based on their physical characteristics. The vast majority of 
W0477	The Sparsity Ceiling: Where Spiking Networks 	arXiv 2026	arXiv增量|all:spiking AND all:tr	1	稀疏天花板分析：双侧ρ⋆探针 + 命题1(记忆负载→发放地板) + 匹配ANN/SNN协议 + 注意逃避但付KV墙——相对「稀疏必自由」叙事的结构边界对照（借入≠X）。
W0484	SNN-MLIR: An MLIR Dialect for Compiling Neuro	arXiv 2026	arXiv增量|all:spiking AND all:tr	1	NIR→snn-mlir→裸机C：类型多态神经元/突触op + 自动尺度对齐rescale + 单IR服务浮点仿真与i8部署——可审计SNN编译桥与手写量化对照（借入≠X）。
W0491	Q-SpiRL: Quantum Spiking Reinforcement Learni	arXiv 2026	arXiv增量|all:spiking AND all:tr	0	Adaptive robot navigation in dynamic environments requires policies that can reach the target reliably while producing efficient and stable trajectori
W0498	A Symmetric Random Scan Collapsed Gibbs Sampl	arXiv 2026	arXiv增量|all:product AND all:sp	0	We introduce a symmetric random scan Gibbs sampler for scalable Bayesian variable selection that eliminates storage of the full cross-product matrix b
W0505	Sparse Compressed Spiking Neural Network Acce	arXiv 2022	arXiv增量|all:product AND all:sp	1	稀疏压缩权重 + 零激活门控 + gated one-to-all 乘积——活动稀疏下减 DRAM/PE 动态的 SNN 检测加速对照（借入≠X）。
W0512	Systolic Array Acceleration of Diagonal-Optim	arXiv 2025	arXiv增量|all:Gustavson AND all:	1	对角格式SpMSpM：DPE按索引对齐比较/转发 + 对角累加器收Minkowski和——结构化对角稀疏乘法与局部复用合同对照（借入≠X）。
W0519	Static in Frames, Dynamic in Events: Rethinki	arXiv 2026	arXiv增量|all:event-based AND al	0	Event cameras capture intensity changes asynchronously with high temporal resolution, requiring novel preprocessing methods for downstream tasks. Unli
W0526	Beyond conventional vision: RGB-event fusion 	arXiv 2025	arXiv增量|all:event-based AND al	0	The dynamic range limitation of conventional RGB cameras reduces global contrast and causes loss of high-frequency details such as textures and edges 
W0533	Nonlinear Motion-Guided and Spatio-Temporal A	arXiv 2025	arXiv增量|all:event-based AND al	0	Event cameras have the potential to capture continuous motion information over time and space, making them well-suited for optical flow estimation. Ho
W0540	FPGA-Accelerated Real-Time Diagnostics at DII	arXiv 2026	arXiv增量|all:conditional AND al	0	In this work, we demonstrate the deployment of a hardware-accelerated machine learning (ML) inference system integrated into a real-time processing at
W0547	Surrogate modeling of Cellular-Potts Agent-Ba	arXiv 2025	arXiv增量|all:conditional AND al	0	The Cellular-Potts model is a powerful and ubiquitous framework for developing computational models for simulating complex multicellular biological sy
W0554	A Survey of Deep Learning Techniques for Dyna	arXiv 2021	arXiv增量|all:conditional AND al	0	Branch prediction is an architectural feature that speeds up the execution of branch instruction on pipeline processors and reduces the cost of branch
W0561	LookThere! Sparse Vision by Reinforced Select	arXiv 2026	arXiv增量|all:sparse AND all:acc	0	Vision transformers typically treat every image token as equally important, yet for most tasks in computer vision only a fraction are needed. Adaptive
W0568	BRACE: Taming Sharp Irregularities via Baryce	arXiv 2026	arXiv增量|all:sparse AND all:acc	0	Diffusion Transformers (DiTs) have demonstrated exceptional performance in high-fidelity image and video generation. To alleviate their massive comput
W0575	Toward a Stable and Deployable Adaptive Chirp	arXiv 2026	arXiv增量|all:sparse AND all:acc	0	The Adaptive Chirplet Transform is a flexible framework that can decompose non-stationary signals into sparse chirplets; it has been applied to signal
W0582	Exploratory Modelling of Multi-System Transfo	arXiv 2026	arXiv增量|all:sparse AND all:acc	0	Sustainability transitions unfold through interacting dynamics across social, technological, economic, environmental, and governance dimensions. Howev
W0589	Variational Inference via Entropic Transport 	arXiv 2026	arXiv增量|all:lifting AND all:sc	0	Particle-based variational inference (ParVI) methods approximate an intractable target distribution by evolving an ensemble of interacting samples. Ex
W0596	Cross-Dialect Bird Species Recognition with D	arXiv 2025	arXiv增量|all:lifting AND all:sc	0	Dialect variation hampers automatic recognition of bird calls collected by passive acoustic monitoring. We address the problem on DB3V, a three-region
W0603	Distributed Koopman Learning with Incomplete 	arXiv 2024	arXiv增量|all:lifting AND all:sc	0	Koopman operator theory has emerged as a powerful tool for system identification, particularly for approximating nonlinear time-invariant systems (NTI
W0610	Neuromorphic architectures as numerical solve	arXiv 2026	arXiv增量|cat:cs.AR AND all:spik	0	Neuromorphic computing is closely associated with spiking neuronal networks. However, an alternative class of so-called "rate-based" models arising fr
W0617	SpikON: A Dual-Parallel and Efficient Acceler	arXiv 2026	arXiv增量|cat:cs.AR AND all:spik	0	Spiking neural networks (SNNs) have emerged as a promising paradigm for energy-efficient brain-inspired computing. However, existing online unsupervis
W0624	A PVT-Resilient Subthreshold SRAM-Based In-Me	arXiv 2026	arXiv增量|cat:cs.AR AND all:spik	1	亚阈SRAM-CIM：片上监测电流闭环调VR抑PVT + 可编程ITH尖峰神经元免多比特ADC——PVT韧性存内SNN与校准/副本列对照（借入≠X）。
W0631	Spike-NeRF: Neural Radiance Field Based On Sp	arXiv 2024	arXiv增量|cat:cs.CV AND all:spik	0	As a neuromorphic sensor with high temporal resolution, spike cameras offer notable advantages over traditional cameras in high-speed vision applicati
W0638	BitWave: Exploiting Column-Based Bit-Level Sp	arXiv 2025 || HPCA 202	arXiv增量|all:bit-serial AND all	0	Bit-serial computation facilitates bit-wise sequential data processing, offering numerous benefits, such as a reduced area footprint and dynamically-a
W0645	ReDy: A Novel ReRAM-centric Dynamic Quantizat	arXiv 2023	arXiv增量|all:bit-serial AND all	0	The primary operation in DNNs is the dot product of quantized input activations and weights. Prior works have proposed the design of memory-centric ar
W0652	Ax-BxP: Approximate Blocked Computation for P	arXiv 2020	arXiv增量|all:bit-serial AND all	0	Precision scaling has emerged as a popular technique to optimize the compute and storage requirements of Deep Neural Networks (DNNs). Efforts toward c
W0659	NestyNet. III. Symbolic Regression from Analy	arXiv 2026	arXiv增量|all:structured AND all	0	Many physical laws are simple only after the right representation, decomposition or internal coordinate has been found, but discovering that structure
W0666	Logic Before Language: Pre-pretraining on For	arXiv 2026	arXiv增量|all:structured AND all	0	Pre-pretraining language models (LMs) on symbolic data can accelerate and improve natural language acquisition. However, existing pre-pretraining task
W0673	Unlocking Parallelism in Autoregressive Langu	arXiv 2026	arXiv增量|all:structured AND all	0	Speculative decoding has significantly accelerated Large Language Model (LLM) inference by alleviating memory-bound bottlenecks. However, traditional 
W0680	Buffets	ASPLOS 2019	稀疏架构与C1/C2	0	完整多播信用、共享物理RAM端口分配与可配置buffer实现；局部ready/valid不是完整Buffets。
W0687	Cambricon-S	原表未给可核身份	稀疏架构与C1/C2	0	先核具体论文版本/架构；当前不能写成已实验失败。
W0694	Systolic Cube	DAC 2019	稀疏架构与C1/C2	0	完整数据流/状态/端口与T10非因果消费者，而非用T4/2/1名称类比。
W0701	Morph	MICRO 2018	稀疏架构与C1/C2	0	单独核Morph原文/工件及完整tiling/halo费用；不把通用时间复用标题化。
W0708	SmartExchange	ISCA2020，954–967		0	未找到该作作者公开工件，未运行训练／RTL；SmartDeal不是其工件。40个lifting系数仅80B，不能直接借原权重访存收益；面向大卷积权重的完整迁移仍未试。[接口审阅](../hardware_innovation_20260908/algorithm/patch_probe/residu
W0717	Celty	作者已标注 ICCAD 2026 接收；截至		0	
W0725	SPSRC	WACV 2024		0	作者conv_to_mat与谱/核/Frobenius范数、相同预算恢复；对比完整RNE后gate/PED真实误差目标。
W0732	Quartet	CICC 2024		0	| **Quartet: A 22nm 0.09mJ/Inference Digital Compute-in-Memory Versatile AI Accelerator with Heterogeneous Tensor Engines and Off-Chip-Less Dataflow**
W0739	A Dynamic-Active Static-Sleep 18T Flip-Flop S	CICC 2026		0	| **A Dynamic-Active Static-Sleep 18T Flip-Flop Supporting Retentive Clock Gating in 28nm CMOS**，2026 | [作者论文目录](https://mms.snu.ac.kr/?page_id=17)，题名
W0746	D3TA	ESSERC 2025		1	head 级 Q/K/V 生成与行组 S/P/O 计算配流水，片上 attention buffer、互连和向量单元负责保留与交换；另设 activation/weight/output 三类稀疏 bitmask 与数字双口 eDRAM CIM。
W0753	NeuC-CIM	VLSI Symposium 2025		0	出版社摘要核验；电荷域/校准宏未移植，不因工艺不采用就否定其状态/事件触发机制。
W0760	SVD-LLM	ICLR 2025	Activation-whitened low rank /	1	截断感知的激活白化低秩近似，配合压缩后更新。
W0767	MiLo: Efficient Quantized MoE Inference with 	MLSys 2025	September12 bounded literature	0	Full HQQ alternating quantizer/compensator optimization, adaptive rank, INT3 compensator/kernel and MoE experiments not ported.
W0774	ReverB-SNN: Reversing Bit of the Weight and A	ICML 2025	September12 bounded literature	0	Full real-valued-neuron training and all network results not replicated.
