cycle,batch_after,pc_after,event,I24_input_words,enqueued_vector,enqueued_gate_word,accepted_vector,accepted_gate_word,fifo_count
243,0,243,gate,0,,,,,0
244,0,244,addsub,0,,,,,0
245,0,245,addsub,0,,,,,0
246,0,246,addsub,0,,,,,0
247,0,247,addsub,0,,,,,0
248,0,248,addsub,0,,,,,0
249,0,249,gate,0,,,,,0
250,0,249,commit_enqueue,0,0,0,,,1
251,0,249,commit_enqueue,0,1,0,0,0,1
252,0,249,commit_enqueue,0,2,0,1,0,1
253,0,249,commit_enqueue,0,3,165,2,0,1
254,0,249,commit_enqueue,0,4,0,3,165,1
255,0,249,commit_enqueue,0,5,0,4,0,1
256,0,249,commit_enqueue,0,6,0,5,0,1
257,1,0,commit_enqueue,0,7,4,6,0,1
258,1,1,load,0,,,7,4,0
259,1,2,load,0,,,,,0
260,1,3,load,0,,,,,0
261,1,4,load,0,,,,,0
262,1,5,load,0,,,,,0
263,1,6,load,0,,,,,0
264,1,7,load,0,,,,,0
265,1,8,load,0,,,,,0
266,1,9,load,0,,,,,0
267,1,10,load,0,,,,,0
268,1,11,addsub,0,,,,,0
269,1,12,addsub,0,,,,,0
270,1,13,addsub,0,,,,,0
271,1,14,addsub,0,,,,,0
272,1,15,addsub,0,,,,,0
273,1,16,addsub,0,,,,,0
274,1,17,addsub,0,,,,,0
275,1,18,addsub,0,,,,,0
276,1,19,round,0,,,,,0
277,1,20,sat,0,,,,,0
278,1,21,addsub,0,,,,,0
279,1,22,addsub,0,,,,,0
280,1,23,addsub,0,,,,,0
281,1,24,addsub,0,,,,,0
282,1,25,round,0,,,,,0
283,1,26,sat,0,,,,,0
284,1,27,addsub,0,,,,,0
285,1,28,addsub,0,,,,,0
286,1,29,addsub,0,,,,,0
287,1,30,addsub,0,,,,,0
288,1,31,round,0,,,,,0
289,1,32,sat,0,,,,,0
290,1,33,addsub,0,,,,,0
291,1,34,addsub,0,,,,,0
292,1,35,addsub,0,,,,,0
293,1,36,addsub,0,,,,,0
294,1,37,addsub,0,,,,,0
295,1,38,round,0,,,,,0
296,1,39,sat,0,,,,,0
297,1,40,addsub,0,,,,,0
298,1,41,addsub,0,,,,,0
299,1,42,addsub,0,,,,,0
300,1,43,addsub,0,,,,,0
301,1,44,round,0,,,,,0
302,1,45,sat,0,,,,,0
303,1,46,addsub,0,,,,,0
304,1,47,addsub,0,,,,,0
305,1,48,round,0,,,,,0
306,1,49,sat,0,,,,,0
307,1,50,addsub,0,,,,,0
308,1,51,addsub,0,,,,,0
309,1,52,addsub,0,,,,,0
310,1,53,addsub,0,,,,,0
311,1,54,addsub,0,,,,,0
312,1,55,round,0,,,,,0
313,1,56,sat,0,,,,,0
314,1,57,addsub,0,,,,,0
315,1,58,addsub,0,,,,,0
316,1,59,addsub,0,,,,,0
317,1,60,round,0,,,,,0
318,1,61,sat,0,,,,,0
319,1,62,addsub,0,,,,,0
320,1,63,addsub,0,,,,,0
321,1,64,addsub,0,,,,,0
322,1,65,addsub,0,,,,,0
323,1,66,addsub,0,,,,,0
324,1,67,round,0,,,,,0
325,1,68,sat,0,,,,,0
326,1,69,addsub,0,,,,,0
327,1,70,addsub,0,,,,,0
328,1,71,round,0,,,,,0
329,1,72,sat,0,,,,,0
330,1,73,addsub,0,,,,,0
331,1,74,addsub,0,,,,,0
332,1,75,addsub,0,,,,,0
333,1,76,addsub,0,,,,,0
334,1,77,addsub,0,,,,,0
335,1,78,addsub,0,,,,,0
336,1,79,round,0,,,,,0
337,1,80,sat,0,,,,,0
338,1,81,addsub,0,,,,,0
339,1,82,addsub,0,,,,,0
340,1,83,addsub,0,,,,,0
341,1,84,addsub,0,,,,,0
342,1,85,addsub,0,,,,,0
343,1,86,round,0,,,,,0
344,1,87,sat,0,,,,,0
345,1,88,addsub,0,,,,,0
346,1,89,addsub,0,,,,,0
347,1,90,addsub,0,,,,,0
348,1,91,addsub,0,,,,,0
349,1,92,addsub,0,,,,,0
350,1,93,round,0,,,,,0
351,1,94,sat,0,,,,,0
352,1,95,addsub,0,,,,,0
353,1,96,addsub,0,,,,,0
354,1,97,addsub,0,,,,,0
355,1,98,round,0,,,,,0
356,1,99,sat,0,,,,,0
357,1,100,addsub,0,,,,,0
358,1,101,addsub,0,,,,,0
359,1,102,addsub,0,,,,,0
360,1,103,addsub,0,,,,,0
361,1,104,round,0,,,,,0
362,1,105,sat,0,,,,,0
363,1,106,addsub,0,,,,,0
364,1,107,addsub,0,,,,,0
365,1,108,addsub,0,,,,,0
366,1,109,addsub,0,,,,,0
367,1,110,addsub,0,,,,,0
368,1,111,addsub,0,,,,,0
369,1,112,round,0,,,,,0
370,1,113,sat,0,,,,,0
371,1,114,addsub,0,,,,,0
372,1,115,addsub,0,,,,,0
373,1,116,addsub,0,,,,,0
374,1,117,round,0,,,,,0
375,1,118,sat,0,,,,,0
376,1,119,addsub,0,,,,,0
377,1,120,addsub,0,,,,,0
378,1,121,round,0,,,,,0
379,1,122,sat,0,,,,,0
380,1,123,addsub,0,,,,,0
381,1,124,addsub,0,,,,,0
382,1,125,addsub,0,,,,,0
383,1,126,round,0,,,,,0
384,1,127,sat,0,,,,,0
385,1,128,addsub,0,,,,,0
386,1,129,addsub,0,,,,,0
387,1,130,addsub,0,,,,,0
388,1,131,addsub,0,,,,,0
389,1,132,addsub,0,,,,,0
390,1,133,addsub,0,,,,,0
391,1,134,round,0,,,,,0
392,1,135,sat,0,,,,,0
393,1,136,addsub,0,,,,,0
394,1,137,addsub,0,,,,,0
395,1,138,addsub,0,,,,,0
396,1,139,addsub,0,,,,,0
397,1,140,round,0,,,,,0
398,1,141,sat,0,,,,,0
399,1,142,addsub,0,,,,,0
400,1,143,addsub,0,,,,,0
401,1,144,addsub,0,,,,,0
402,1,145,addsub,0,,,,,0
403,1,146,addsub,0,,,,,0
404,1,147,round,0,,,,,0
405,1,148,sat,0,,,,,0
406,1,149,addsub,0,,,,,0
407,1,150,addsub,0,,,,,0
408,1,151,addsub,0,,,,,0
409,1,152,round,0,,,,,0
410,1,153,sat,0,,,,,0
411,1,154,addsub,0,,,,,0
412,1,155,addsub,0,,,,,0
413,1,156,addsub,0,,,,,0
414,1,157,round,0,,,,,0
415,1,158,sat,0,,,,,0
416,1,159,addsub,0,,,,,0
417,1,160,addsub,0,,,,,0
418,1,161,addsub,0,,,,,0
419,1,162,round,0,,,,,0
420,1,163,sat,0,,,,,0
421,1,164,addsub,0,,,,,0
422,1,165,addsub,0,,,,,0
423,1,166,addsub,0,,,,,0
424,1,167,addsub,0,,,,,0
425,1,168,round,0,,,,,0
426,1,169,sat,0,,,,,0
427,1,170,addsub,0,,,,,0
428,1,171,addsub,0,,,,,0
429,1,172,addsub,0,,,,,0
430,1,173,addsub,0,,,,,0
431,1,174,round,0,,,,,0
432,1,175,sat,0,,,,,0
433,1,176,addsub,0,,,,,0
434,1,177,addsub,0,,,,,0
435,1,178,round,0,,,,,0
436,1,179,sat,0,,,,,0
437,1,180,addsub,0,,,,,0
438,1,181,addsub,0,,,,,0
439,1,182,addsub,0,,,,,0
440,1,183,addsub,0,,,,,0
441,1,184,addsub,0,,,,,0
442,1,185,round,0,,,,,0
443,1,186,sat,0,,,,,0
444,1,187,addsub,0,,,,,0
445,1,188,addsub,0,,,,,0
446,1,189,addsub,0,,,,,0
447,1,190,round,0,,,,,0
448,1,191,sat,0,,,,,0
449,1,192,addsub,0,,,,,0
450,1,193,addsub,0,,,,,0
451,1,194,addsub,0,,,,,0
452,1,195,addsub,0,,,,,0
453,1,196,addsub,0,,,,,0
454,1,197,round,0,,,,,0
455,1,198,sat,0,,,,,0
456,1,199,gate,0,,,,,0
457,1,200,addsub,0,,,,,0
458,1,201,addsub,0,,,,,0
459,1,202,addsub,0,,,,,0
460,1,203,addsub,0,,,,,0
461,1,204,addsub,0,,,,,0
462,1,205,addsub,0,,,,,0
463,1,206,round,0,,,,,0
464,1,207,sat,0,,,,,0
465,1,208,gate,0,,,,,0
466,1,209,addsub,0,,,,,0
467,1,210,addsub,0,,,,,0
468,1,211,addsub,0,,,,,0
469,1,212,addsub,0,,,,,0
470,1,213,addsub,0,,,,,0
471,1,214,gate,0,,,,,0
472,1,215,addsub,0,,,,,0
473,1,216,addsub,0,,,,,0
474,1,217,round,0,,,,,0
475,1,218,sat,0,,,,,0
476,1,219,gate,0,,,,,0
477,1,220,addsub,0,,,,,0
478,1,221,addsub,0,,,,,0
479,1,222,addsub,0,,,,,0
480,1,223,addsub,0,,,,,0
481,1,224,gate,0,,,,,0
482,1,225,addsub,0,,,,,0
483,1,226,addsub,0,,,,,0
484,1,227,round,0,,,,,0
485,1,228,sat,0,,,,,0
486,1,229,gate,0,,,,,0
487,1,230,addsub,0,,,,,0
488,1,231,addsub,0,,,,,0
489,1,232,addsub,0,,,,,0
490,1,233,addsub,0,,,,,0
491,1,234,gate,0,,,,,0
492,1,235,addsub,0,,,,,0
493,1,236,addsub,0,,,,,0
494,1,237,round,0,,,,,0
495,1,238,sat,0,,,,,0
496,1,239,gate,0,,,,,0
497,1,240,addsub,0,,,,,0
498,1,241,addsub,0,,,,,0
499,1,242,addsub,0,,,,,0
500,1,243,gate,0,,,,,0
501,1,244,addsub,0,,,,,0
502,1,245,addsub,0,,,,,0
503,1,246,addsub,0,,,,,0
504,1,247,addsub,0,,,,,0
505,1,248,addsub,0,,,,,0
506,1,249,gate,0,,,,,0
507,1,249,commit_enqueue,0,8,0,,,1
508,1,249,commit_enqueue,0,9,0,8,0,1
509,1,249,commit_enqueue,0,10,0,9,0,1
510,1,249,commit_enqueue,0,11,0,10,0,1
511,1,249,commit_enqueue,0,12,0,11,0,1
512,1,249,commit_enqueue,0,13,0,12,0,1
513,1,249,commit_enqueue,0,14,0,13,0,1
514,2,0,commit_enqueue,0,15,0,14,0,1
515,2,1,load,0,,,15,0,0
516,2,2,load,0,,,,,0
517,2,3,load,0,,,,,0
518,2,4,load,0,,,,,0
519,2,5,load,0,,,,,0
520,2,6,load,0,,,,,0
521,2,7,load,0,,,,,0
522,2,8,load,0,,,,,0
523,2,9,load,0,,,,,0
524,2,10,load,0,,,,,0
525,2,11,addsub,0,,,,,0
526,2,12,addsub,0,,,,,0
527,2,13,addsub,0,,,,,0
528,2,14,addsub,0,,,,,0
529,2,15,addsub,0,,,,,0
530,2,16,addsub,0,,,,,0
531,2,17,addsub,0,,,,,0
532,2,18,addsub,0,,,,,0
533,2,19,round,0,,,,,0
534,2,20,sat,0,,,,,0
535,2,21,addsub,0,,,,,0
536,2,22,addsub,0,,,,,0
537,2,23,addsub,0,,,,,0
538,2,24,addsub,0,,,,,0
539,2,25,round,0,,,,,0
540,2,26,sat,0,,,,,0
541,2,27,addsub,0,,,,,0
542,2,28,addsub,0,,,,,0
543,2,29,addsub,0,,,,,0
544,2,30,addsub,0,,,,,0
545,2,31,round,0,,,,,0
546,2,32,sat,0,,,,,0
547,2,33,addsub,0,,,,,0
548,2,34,addsub,0,,,,,0
549,2,35,addsub,0,,,,,0
550,2,36,addsub,0,,,,,0
551,2,37,addsub,0,,,,,0
552,2,38,round,0,,,,,0
553,2,39,sat,0,,,,,0
554,2,40,addsub,0,,,,,0
555,2,41,addsub,0,,,,,0
556,2,42,addsub,0,,,,,0
557,2,43,addsub,0,,,,,0
558,2,44,round,0,,,,,0
559,2,45,sat,0,,,,,0
560,2,46,addsub,0,,,,,0
561,2,47,addsub,0,,,,,0
562,2,48,round,0,,,,,0
563,2,49,sat,0,,,,,0
564,2,50,addsub,0,,,,,0
565,2,51,addsub,0,,,,,0
566,2,52,addsub,0,,,,,0
567,2,53,addsub,0,,,,,0
568,2,54,addsub,0,,,,,0
569,2,55,round,0,,,,,0
570,2,56,sat,0,,,,,0
571,2,57,addsub,0,,,,,0
572,2,58,addsub,0,,,,,0
573,2,59,addsub,0,,,,,0
574,2,60,round,0,,,,,0
575,2,61,sat,0,,,,,0
576,2,62,addsub,0,,,,,0
577,2,63,addsub,0,,,,,0
578,2,64,addsub,0,,,,,0
579,2,65,addsub,0,,,,,0
580,2,66,addsub,0,,,,,0
581,2,67,round,0,,,,,0
582,2,68,sat,0,,,,,0
583,2,69,addsub,0,,,,,0
584,2,70,addsub,0,,,,,0
585,2,71,round,0,,,,,0
586,2,72,sat,0,,,,,0
587,2,73,addsub,0,,,,,0
588,2,74,addsub,0,,,,,0
589,2,75,addsub,0,,,,,0
590,2,76,addsub,0,,,,,0
591,2,77,addsub,0,,,,,0
592,2,78,addsub,0,,,,,0
593,2,79,round,0,,,,,0
594,2,80,sat,0,,,,,0
595,2,81,addsub,0,,,,,0
596,2,82,addsub,0,,,,,0
597,2,83,addsub,0,,,,,0
598,2,84,addsub,0,,,,,0
599,2,85,addsub,0,,,,,0
600,2,86,round,0,,,,,0
601,2,87,sat,0,,,,,0
602,2,88,addsub,0,,,,,0
603,2,89,addsub,0,,,,,0
604,2,90,addsub,0,,,,,0
605,2,91,addsub,0,,,,,0
606,2,92,addsub,0,,,,,0
607,2,93,round,0,,,,,0
608,2,94,sat,0,,,,,0
609,2,95,addsub,0,,,,,0
610,2,96,addsub,0,,,,,0
611,2,97,addsub,0,,,,,0
612,2,98,round,0,,,,,0
613,2,99,sat,0,,,,,0
614,2,100,addsub,0,,,,,0
615,2,101,addsub,0,,,,,0
616,2,102,addsub,0,,,,,0
617,2,103,addsub,0,,,,,0
618,2,104,round,0,,,,,0
619,2,105,sat,0,,,,,0
620,2,106,addsub,0,,,,,0
621,2,107,addsub,0,,,,,0
622,2,108,addsub,0,,,,,0
623,2,109,addsub,0,,,,,0
624,2,110,addsub,0,,,,,0
625,2,111,addsub,0,,,,,0
626,2,112,round,0,,,,,0
627,2,113,sat,0,,,,,0
628,2,114,addsub,0,,,,,0
629,2,115,addsub,0,,,,,0
630,2,116,addsub,0,,,,,0
631,2,117,round,0,,,,,0
632,2,118,sat,0,,,,,0
633,2,119,addsub,0,,,,,0
634,2,120,addsub,0,,,,,0
635,2,121,round,0,,,,,0
636,2,122,sat,0,,,,,0
637,2,123,addsub,0,,,,,0
638,2,124,addsub,0,,,,,0
639,2,125,addsub,0,,,,,0
640,2,126,round,0,,,,,0
641,2,127,sat,0,,,,,0
642,2,128,addsub,0,,,,,0
643,2,129,addsub,0,,,,,0
644,2,130,addsub,0,,,,,0
645,2,131,addsub,0,,,,,0
646,2,132,addsub,0,,,,,0
647,2,133,addsub,0,,,,,0
648,2,134,round,0,,,,,0
649,2,135,sat,0,,,,,0
650,2,136,addsub,0,,,,,0
651,2,137,addsub,0,,,,,0
652,2,138,addsub,0,,,,,0
653,2,139,addsub,0,,,,,0
654,2,140,round,0,,,,,0
655,2,141,sat,0,,,,,0
656,2,142,addsub,0,,,,,0
657,2,143,addsub,0,,,,,0
658,2,144,addsub,0,,,,,0
659,2,145,addsub,0,,,,,0
660,2,146,addsub,0,,,,,0
661,2,147,round,0,,,,,0
662,2,148,sat,0,,,,,0
663,2,149,addsub,0,,,,,0
664,2,150,addsub,0,,,,,0
665,2,151,addsub,0,,,,,0
666,2,152,round,0,,,,,0
667,2,153,sat,0,,,,,0
668,2,154,addsub,0,,,,,0
669,2,155,addsub,0,,,,,0
670,2,156,addsub,0,,,,,0
671,2,157,round,0,,,,,0
672,2,158,sat,0,,,,,0
673,2,159,addsub,0,,,,,0
674,2,160,addsub,0,,,,,0
675,2,161,addsub,0,,,,,0
676,2,162,round,0,,,,,0
677,2,163,sat,0,,,,,0
678,2,164,addsub,0,,,,,0
679,2,165,addsub,0,,,,,0
680,2,166,addsub,0,,,,,0
681,2,167,addsub,0,,,,,0
682,2,168,round,0,,,,,0
683,2,169,sat,0,,,,,0
684,2,170,addsub,0,,,,,0
685,2,171,addsub,0,,,,,0
686,2,172,addsub,0,,,,,0
687,2,173,addsub,0,,,,,0
688,2,174,round,0,,,,,0
689,2,175,sat,0,,,,,0
690,2,176,addsub,0,,,,,0
691,2,177,addsub,0,,,,,0
692,2,178,round,0,,,,,0
693,2,179,sat,0,,,,,0
694,2,180,addsub,0,,,,,0
695,2,181,addsub,0,,,,,0
696,2,182,addsub,0,,,,,0
697,2,183,addsub,0,,,,,0
698,2,184,addsub,0,,,,,0
699,2,185,round,0,,,,,0
700,2,186,sat,0,,,,,0
701,2,187,addsub,0,,,,,0
702,2,188,addsub,0,,,,,0
703,2,189,addsub,0,,,,,0
704,2,190,round,0,,,,,0
705,2,191,sat,0,,,,,0
706,2,192,addsub,0,,,,,0
707,2,193,addsub,0,,,,,0
708,2,194,addsub,0,,,,,0
709,2,195,addsub,0,,,,,0
710,2,196,addsub,0,,,,,0
711,2,197,round,0,,,,,0
712,2,198,sat,0,,,,,0
713,2,199,gate,0,,,,,0
714,2,200,addsub,0,,,,,0
715,2,201,addsub,0,,,,,0
716,2,202,addsub,0,,,,,0
717,2,203,addsub,0,,,,,0
718,2,204,addsub,0,,,,,0
719,2,205,addsub,0,,,,,0
720,2,206,round,0,,,,,0
721,2,207,sat,0,,,,,0
722,2,208,gate,0,,,,,0
723,2,209,addsub,0,,,,,0
724,2,210,addsub,0,,,,,0
725,2,211,addsub,0,,,,,0
726,2,212,addsub,0,,,,,0
727,2,213,addsub,0,,,,,0
728,2,214,gate,0,,,,,0
729,2,215,addsub,0,,,,,0
730,2,216,addsub,0,,,,,0
731,2,217,round,0,,,,,0
732,2,218,sat,0,,,,,0
733,2,219,gate,0,,,,,0
734,2,220,addsub,0,,,,,0
735,2,221,addsub,0,,,,,0
736,2,222,addsub,0,,,,,0
737,2,223,addsub,0,,,,,0
738,2,224,gate,0,,,,,0
739,2,225,addsub,0,,,,,0
740,2,226,addsub,0,,,,,0
741,2,227,round,0,,,,,0
742,2,228,sat,0,,,,,0
743,2,229,gate,0,,,,,0
744,2,230,addsub,0,,,,,0
745,2,231,addsub,0,,,,,0
746,2,232,addsub,0,,,,,0
747,2,233,addsub,0,,,,,0
748,2,234,gate,0,,,,,0
749,2,235,addsub,0,,,,,0
750,2,236,addsub,0,,,,,0
751,2,237,round,0,,,,,0
752,2,238,sat,0,,,,,0
753,2,239,gate,0,,,,,0
754,2,240,addsub,0,,,,,0
755,2,241,addsub,0,,,,,0
756,2,242,addsub,0,,,,,0
757,2,243,gate,0,,,,,0
758,2,244,addsub,0,,,,,0
759,2,245,addsub,0,,,,,0
760,2,246,addsub,0,,,,,0
761,2,247,addsub,0,,,,,0
762,2,248,addsub,0,,,,,0
763,2,249,gate,0,,,,,0
764,2,249,commit_enqueue,0,16,0,,,1
765,2,249,commit_enqueue,0,17,0,16,0,1
766,2,249,commit_enqueue,0,18,0,17,0,1
767,2,249,commit_enqueue,0,19,0,18,0,1
768,2,249,commit_enqueue,0,20,0,19,0,1
769,2,249,commit_enqueue,0,21,0,20,0,1
770,2,249,commit_enqueue,0,22,0,21,0,1
771,3,0,commit_enqueue,0,23,0,22,0,1
772,3,1,load,0,,,23,0,0
773,3,2,load,0,,,,,0
774,3,3,load,0,,,,,0
775,3,4,load,0,,,,,0
776,3,5,load,0,,,,,0
777,3,6,load,0,,,,,0
778,3,7,load,0,,,,,0
779,3,8,load,0,,,,,0
780,3,9,load,0,,,,,0
781,3,10,load,0,,,,,0
782,3,11,addsub,0,,,,,0
